field_1,field_2,field_3,field_4
"2024",다다0000,in_age_020,"5"
"2024",다다0300,in_age_020,"0"
"2024",다다0301,in_age_020,"5"
"2024",다다0400,in_age_020,"8"
"2024",다다0401,in_age_020,"8"
"2024",다다0500,in_age_020,"8"
"2024",다다0595,in_age_020,"0"
"2024",다다0600,in_age_020,"23"
"2024",다다0601,in_age_020,"0"
"2024",다다0700,in_age_020,"8"
"2024",다다0701,in_age_020,"5"
"2024",다다0702,in_age_020,"14"
"2024",다다0800,in_age_020,"5"
"2024",다다0801,in_age_020,"13"
"2024",다다0802,in_age_020,"18"
"2024",다다0803,in_age_020,"5"
"2024",다다0900,in_age_020,"8"
"2024",다다0901,in_age_020,"8"
"2024",다다0902,in_age_020,"16"
"2024",다다0903,in_age_020,"5"
"2024",다다0978,in_age_020,"0"
"2024",다다1000,in_age_020,"8"
"2024",다다1001,in_age_020,"24"
"2024",다다1002,in_age_020,"18"
"2024",다다1003,in_age_020,"8"
"2024",다다1075,in_age_020,"0"
"2024",다다1096,in_age_020,"0"
"2024",다다1098,in_age_020,"0"
"2024",다다1100,in_age_020,"5"
"2024",다다1101,in_age_020,"5"
"2024",다다1173,in_age_020,"0"
"2024",다다1200,in_age_020,"5"
"2024",다다1202,in_age_020,"5"
"2024",다다1204,in_age_020,"0"
"2024",다다1297,in_age_020,"0"
"2024",다다1300,in_age_020,"0"
"2024",다다1303,in_age_020,"8"
"2024",다다1378,in_age_020,"0"
"2024",다다1381,in_age_020,"0"
"2024",다다1399,in_age_020,"0"
"2024",다다1400,in_age_020,"0"
"2024",다다1402,in_age_020,"8"
"2024",다다1403,in_age_020,"8"
"2024",다다1404,in_age_020,"5"
"2024",다다1474,in_age_020,"5"
"2024",다다1480,in_age_020,"0"
"2024",다다1481,in_age_020,"5"
"2024",다다1492,in_age_020,"0"
"2024",다다1500,in_age_020,"0"
"2024",다다1502,in_age_020,"5"
"2024",다다1503,in_age_020,"5"
"2024",다다1504,in_age_020,"8"
"2024",다다1574,in_age_020,"5"
"2024",다다1600,in_age_020,"0"
"2024",다다1668,in_age_020,"5"
"2024",다다1680,in_age_020,"0"
"2024",다다1694,in_age_020,"5"
"2024",다다1701,in_age_020,"0"
"2024",다다1705,in_age_020,"5"
"2024",다다1774,in_age_020,"0"
"2024",다다1801,in_age_020,"0"
"2024",다다1803,in_age_020,"5"
"2024",다다1804,in_age_020,"5"
"2024",다다1805,in_age_020,"0"
"2024",다다1878,in_age_020,"0"
"2024",다다1879,in_age_020,"0"
"2024",다다1883,in_age_020,"5"
"2024",다다1905,in_age_020,"5"
"2024",다다2005,in_age_020,"0"
"2024",다다2171,in_age_020,"5"
"2024",다다2175,in_age_020,"0"
"2024",다다2197,in_age_020,"5"
"2024",다다2198,in_age_020,"0"
"2024",다다2199,in_age_020,"0"
"2024",다다2205,in_age_020,"14"
"2024",다다2275,in_age_020,"0"
"2024",다다2306,in_age_020,"5"
"2024",다다2406,in_age_020,"0"
"2024",다다2503,in_age_020,"5"
"2024",다다2506,in_age_020,"5"
"2024",다다2592,in_age_020,"5"
"2024",다다2593,in_age_020,"5"
"2024",다다2602,in_age_020,"5"
"2024",다다2707,in_age_020,"0"
"2024",다다2806,in_age_020,"6"
"2024",다다2893,in_age_020,"0"
"2024",다다2897,in_age_020,"0"
"2024",다다2898,in_age_020,"0"
"2024",다다2906,in_age_020,"0"
"2024",다다2992,in_age_020,"0"
"2024",다다2996,in_age_020,"0"
"2024",다다3006,in_age_020,"0"
"2024",다다3007,in_age_020,"5"
"2024",다다3090,in_age_020,"0"
"2024",다다3091,in_age_020,"5"
"2024",다다3092,in_age_020,"8"
"2024",다다3093,in_age_020,"0"
"2024",다다3191,in_age_020,"5"
"2024",다다3201,in_age_020,"0"
"2024",다다3281,in_age_020,"0"
"2024",다다3291,in_age_020,"0"
"2024",다다3397,in_age_020,"5"
"2024",다다3494,in_age_020,"5"
"2024",다다3499,in_age_020,"0"
"2024",다다3507,in_age_020,"5"
"2024",다다3604,in_age_020,"5"
"2024",다다3704,in_age_020,"0"
"2024",다다3793,in_age_020,"0"
"2024",다다3803,in_age_020,"0"
"2024",다다3805,in_age_020,"0"
"2024",다다3903,in_age_020,"8"
"2024",다다3904,in_age_020,"5"
"2024",다다4002,in_age_020,"0"
"2024",다다4003,in_age_020,"5"
"2024",다다4076,in_age_020,"0"
"2024",다다4092,in_age_020,"0"
"2024",다다4102,in_age_020,"5"
"2024",다다4103,in_age_020,"5"
"2024",다다4175,in_age_020,"5"
"2024",다다4192,in_age_020,"0"
"2024",다다4203,in_age_020,"0"
"2024",다다4293,in_age_020,"0"
"2024",다다4302,in_age_020,"5"
"2024",다다4303,in_age_020,"0"
"2024",다다4398,in_age_020,"0"
"2024",다다4400,in_age_020,"0"
"2024",다다4475,in_age_020,"0"
"2024",다다4478,in_age_020,"0"
"2024",다다4496,in_age_020,"5"
"2024",다다4498,in_age_020,"0"
"2024",다다4576,in_age_020,"0"
"2024",다다4597,in_age_020,"0"
"2024",다다4599,in_age_020,"0"
"2024",다다4799,in_age_020,"0"
"2024",다다4802,in_age_020,"0"
"2024",다다4902,in_age_020,"0"
"2024",다다4903,in_age_020,"0"
"2024",다다5002,in_age_020,"0"
"2024",다다5393,in_age_020,"5"
"2024",다다5584,in_age_020,"5"
"2024",다다5595,in_age_020,"5"
"2024",다다5695,in_age_020,"5"
"2024",다다7681,in_age_020,"0"
"2024",다다7682,in_age_020,"0"
"2024",다다8062,in_age_020,"5"
"2024",다라0045,in_age_020,"13"
