행정구역명,학원/교습소,학원명,도로명주소,분야명,교습계열명,교습과정목록명,정원합계,개설일자,적재일시
강남구,학원,바른온잇원격학원,서울특별시 강남구 남부순환로 2728,종합(대),,,400,20230419,20260614
강남구,교습소,드로잉박스(DRAWINGBOX)미술교습소,서울특별시 강남구 선릉로 334,예능(대),예능(중),미술(원데이),24,20230419,20250112
관악구,교습소,발레리아무용교습소,서울특별시 관악구 관악로 245,예능(대),예능(중),발레4,27,20230420,20250413
성동구,학원,레드닷아나운서학원,서울특별시 성동구 서울숲2길 46-9,직업기술,문화관광,방송,16,20230420,20260426
도봉구,학원,넘사벽지원수학학원,서울특별시 도봉구 방학로 31-11,입시.검정 및 보습,보통교과,보습,84,20230420,20260802
도봉구,교습소,젠스잉글리시영어교습소,서울특별시 도봉구 우이천로 356,입시.검정 및 보습,보통교과,중등부 영어,5,20230420,20231018
송파구,교습소,한우리독서토론논술풍납논술교습소,서울특별시 송파구 토성로 43,입시.검정 및 보습,보통교과,"초등논술(4.2주)(주1회,회120분)",10,20230417,20250615
송파구,학원,최지미무용학원,서울특별시 송파구 오금로36길 48,기예(대),기예(중),,59,20230417,20231018
노원구,교습소,링키영어하계1호점영어교습소,서울특별시 노원구 섬밭로 258,국제화,외국어,초등 영어 D,18,20230421,20260607
강동구,학원,엠수학학원,서울특별시 강동구 상일로12길 99,입시.검정 및 보습,보통교과,보습,60,20230421,20250126
서초구,교습소,양재도담수학교습소,서울특별시 서초구 논현로 157-6,입시.검정 및 보습,보통교과,,14,20230421,20231018
서초구,학원,리치스쿨학원,서울특별시 강남구 역삼로 134,직업기술,경영?사무관리,경매,90,20230420,20251116
서초구,학원,카니윌학원,서울특별시 서초구 명달로 53,입시.검정 및 보습,보통교과,보습?논술,1512,20230420,20260426
도봉구,교습소,한우리독서토론논술창동대우논술교습소,서울특별시 도봉구 덕릉로63가길 61,입시.검정 및 보습,보통교과,논술1,20,20230421,20250713
강남구,학원,터닝포인트승무원학원,서울특별시 강남구 논현로 605,기타(대),기타(중),화술,300,20230420,20260426
양천구,교습소,아트앤하트목동힐스테이트미술교습소,서울특별시 양천구 중앙로36길 15,예능(대),예능(중),미술5,26,20230421,20260301
은평구,학원,은평점글로리드학습코칭학원,서울특별시 은평구 진관2로 29-21,입시.검정 및 보습,보통교과,,520,20230411,20231018
서초구,학원,수학싸부원격학원,서울특별시 서초구 헌릉로 176,종합(대),,,0,20230424,20250907
강남구,학원,그림아트스튜디오강남개포미술학원,서울특별시 강남구 삼성로 14,예능(대),예능(중),미술,9,20230424,20231018
송파구,학원,포레피아노음악학원,서울특별시 송파구 위례순환로 478,예능(대),예능(중),,336,20230424,20231018
강서구,학원,책과그림숲학원,서울특별시 강서구 우현로 5,예능(대),예능(중),"미술,",36,20230424,20231018
강서구,학원,컨트롤학원,서울특별시 강서구 마곡서로 133,입시.검정 및 보습,보통교과,보습,78,20230424,20260215
마포구,학원,사다리플래닝스쿨영상기획원격학원,서울특별시 마포구 독막로 211,직업기술,문화관광,,999,20230421,20241215
양천구,학원,아비앙또발레학원,서울특별시 양천구 신월로38길 14,예능(대),예능(중),무용,60,20230424,20250112
양천구,교습소,생각의뜰수학교습소,서울특별시 양천구 중앙로 230,입시.검정 및 보습,보통교과,,45,20230424,20231018
성북구,학원,고하드미술학원,서울특별시 성북구 오패산로 98-8,예능(대),예능(중),미술,174,20230424,20240317
관악구,교습소,공감영어교습소,서울특별시 관악구 신림로 148,입시.검정 및 보습,보통교과,초등영어A,28,20230425,20260301
동대문구,학원,하이엔드영어학원,서울특별시 동대문구 답십리로72길 22,입시.검정 및 보습,보통교과,보습?논술,48,20230425,20250914
강남구,학원,대치수능선배학원,서울특별시 강남구 역삼로 424,입시.검정 및 보습,보통교과,보습?논술,120,20230425,20260201
송파구,학원,진심영어학원,서울특별시 송파구 석촌호수로 134,입시.검정 및 보습,보통교과,보습,316,20230425,20260719
서초구,학원,애플과학학원,서울특별시 서초구 신반포로 189,입시.검정 및 보습,보통교과,,10,20230420,20231018
도봉구,학원,포텐수학제2관학원,서울특별시 도봉구 노해로65길 11,입시.검정 및 보습,보통교과,보습,693,20230425,20260201
강남구,학원,비에이치(BH)영어학원,서울특별시 강남구 삼성로63길 8,입시.검정 및 보습,보통교과,,100,20230425,20241215
서초구,학원,쏭즈캠퍼스원격학원,서울특별시 서초구 사임당로 175,종합(대),,,160,20230421,20260607
강남구,학원,뉴튼아카데미학원,서울특별시 강남구 논현로135길 10,종합(대),,"실용외국어(유아/초?중?고),진학상담지도",1155,20230424,20260712
은평구,학원,별하학원,서울특별시 은평구 백련산로 29,입시.검정 및 보습,보통교과,보습?논술,0,20230425,20241215
강남구,교습소,베러마인즈영어교습소,서울특별시 강남구 압구정로20길 15,국제화,외국어,영어,24,20230426,20250601
양천구,교습소,서진수학교습소,서울특별시 양천구 중앙로 237,입시.검정 및 보습,보통교과,초등수학1,95,20230425,20250330
양천구,교습소,잰잰프랑스어교습소,서울특별시 양천구 신목로 70-1,입시.검정 및 보습,보통교과,프랑스어1(고등),35,20230426,20250330
관악구,교습소,리더수학수학교습소,서울특별시 관악구 은천로 95,입시.검정 및 보습,보통교과,초등A,42,20230427,20231018
성동구,학원,이화무용아카데미학원,서울특별시 성동구 왕십리로 257,예능(대),예능(중),,60,20230427,20231018
구로구,교습소,홍익아트미술교습소,서울특별시 구로구 중앙로12길 17-8,예능(대),예능(중),"중고등취미,기본미술1(일120분*주2회*4.2주)",27,20230427,20260301
강남구,학원,팀스파르타학원,서울특별시 강남구 강남대로92길 19,직업기술,컴퓨터,,60,20230427,20231018
은평구,학원,삼성영어셀레나역촌학원,서울특별시 은평구 연서로3나길 1,입시.검정 및 보습,보통교과,보습,62,20230426,20260607
중구,학원,에이(A)피아노학원,서울특별시 중구 무교로 12,기예(대),기예(중),,200,20230428,20231018
강남구,학원,툰스테이션미술학원,서울특별시 서초구 논현로 163,예능(대),예능(중),미술,243,20230427,20260426
동작구,교습소,싸인잉글리쉬영어교습소,서울특별시 동작구 상도로 346-1,국제화,외국어,초중등 영어 레벨1,54,20230428,20260201
중랑구,학원,한국적산원격학원,서울특별시 중랑구 신내역로3길 40-36,직업기술,산업기반기술,"건축,",360,20230426,20231018
영등포구,교습소,시엘로피아노음악교습소,서울특별시 영등포구 여의대방로35길 15,예능(대),예능(중),피아노A(일95분*주2회*4.2주),45,20230428,20250706
양천구,학원,에스아트영재미술학원,서울특별시 양천구 목동동로12길 25,예능(대),예능(중),미술,51,20230428,20241215
강동구,교습소,김시형수학교습소,서울특별시 강동구 양재대로 1339,입시.검정 및 보습,보통교과,"초등수학(4.2주)(주2회,회130분)",15,20230428,20260308
은평구,교습소,윤선생우리집앞영어교실은평초영어교습소,서울특별시 은평구 은평로 220,국제화,외국어,초등영어회화A,36,20230428,20260607
양천구,교습소,한우리독서토론논술양천목동5단지독서교실논술교습소,서울특별시 양천구 목동동로 350,입시.검정 및 보습,보통교과,초등논술(일반),24,20230428,20260301
동대문구,학원,툰스테이션미술학원,서울특별시 동대문구 전농로 133,예능(대),예능(중),미술,180,20230426,20260201
광진구,교습소,수빛수학교습소,서울특별시 광진구 아차산로65길 9,입시.검정 및 보습,보통교과,중등수학,21,20230428,20250907
강동구,학원,미래를읽는부모명일관학원,서울특별시 강동구 양재대로 1655,입시.검정 및 보습,보통교과,,10,20230501,20250209
성동구,학원,그리도미술학원,서울특별시 성동구 금호산길 42,예능(대),예능(중),미술,78,20230501,20250126
양천구,교습소,칸토피아노음악교습소,서울특별시 양천구 목동서로 213,예능(대),예능(중),,45,20230501,20231018
관악구,교습소,건영미술교습소,서울특별시 관악구 신림로3길 40,예능(대),예능(중),,21,20230501,20231018
강서구,교습소,리베피아노음악교습소,서울특별시 강서구 마곡중앙로 59-11,예능(대),예능(중),피아노(일반6),25,20230501,20241215
양천구,학원,더클라비어음악학원,서울특별시 양천구 목동동로12길 25,예능(대),예능(중),,49,20230501,20231018
강남구,교습소,앙크아뜰리에미술교습소,서울특별시 강남구 삼성로 212,예능(대),예능(중),,6,20230501,20231018
성북구,학원,에듀플렉스에듀코치개별지도종암학원,서울특별시 성북구 종암로 78,입시.검정 및 보습,보통교과,,243,20230427,20250914
양천구,교습소,두들리에미술교습소,서울특별시 양천구 목동동로 177,예능(대),예능(중),,8,20230502,20231018
양천구,교습소,링키신정3동영어교습소,서울특별시 양천구 신정로7길 60-2,국제화,외국어,초등영어A,27,20230502,20260405
동대문구,교습소,차이홍중국어동대문중국어교습소,서울특별시 동대문구 사가정로 148,국제화,외국어,tsc중국어,55,20230426,20260329
강서구,학원,수학의본질학원,서울특별시 강서구 방화대로31길 2,입시.검정 및 보습,보통교과,보습,32,20230503,20250309
은평구,교습소,링키영어백련산힐스테이트영어교습소,서울특별시 은평구 백련산로 36,입시.검정 및 보습,보통교과,초등영어1,16,20230327,20241215
송파구,교습소,타이탄의수학교습소,서울특별시 송파구 양재대로 1222,입시.검정 및 보습,보통교과,,16,20230501,20231018
강남구,교습소,대치이킨과학교습소,서울특별시 강남구 삼성로71길 17,입시.검정 및 보습,보통교과,과학1,15,20230503,20250406
강서구,교습소,윤사임당한자교습소,서울특별시 강서구 양천로 658,입시.검정 및 보습,보통교과,한자A,16,20230503,20231029
성북구,학원,와이즈(WHY's)학원,서울특별시 성북구 돌곶이로 32,입시.검정 및 보습,보통교과,,280,20230503,20231018
서초구,교습소,섭샘수학교습소,서울특별시 서초구 고무래로10길 17,입시.검정 및 보습,보통교과,초등수학1,0,20230504,20250112
금천구,학원,정보시스템감리교육학원,서울특별시 금천구 가산디지털1로 196,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",243,20230501,20260329
영등포구,교습소,마인드맵독서논술교습소,서울특별시 영등포구 신풍로 70,입시.검정 및 보습,보통교과,논술(초등A)(일60분*주3회*4.2주),21,20230504,20250518
양천구,학원,독서코칭루미북국어논술학원,서울특별시 양천구 목동동로8길 23,입시.검정 및 보습,보통교과,보습?논술,96,20230406,20260809
영등포구,교습소,김선생수학교습소,서울특별시 영등포구 여의대방로43라길 9,입시.검정 및 보습,보통교과,초등1수학(일60분*주3회*4.2주),60,20230504,20260208
영등포구,교습소,박모아수학교습소,서울특별시 영등포구 여의대방로35길 21,입시.검정 및 보습,보통교과,,30,20230504,20231018
동대문구,학원,이동규수학학원,서울특별시 동대문구 망우로 122-1,입시.검정 및 보습,보통교과,보습?논술,25,20230504,20260201
서대문구,학원,구름국어전문학원,서울특별시 서대문구 가좌로 113,입시.검정 및 보습,보통교과,보습,50,20230503,20250518
서대문구,교습소,누리중국어교습소,서울특별시 서대문구 연희로 204,국제화,외국어,,3,20230405,20250126
은평구,교습소,은평응암센터유니팝미술교습소,서울특별시 은평구 은평로8길 18,예능(대),예능(중),,36,20230503,20231018
구로구,교습소,플래뮤아트라이브러리항동미술교습소,서울특별시 구로구 서해안로 2118,예능(대),예능(중),,24,20230428,20231018
성동구,학원,김민선온국어학원,서울특별시 성동구 고산자로 207,입시.검정 및 보습,보통교과,보습,30,20230508,20250112
송파구,교습소,나르샤수학교습소,서울특별시 송파구 올림픽로 145,입시.검정 및 보습,보통교과,,105,20230504,20231018
강남구,학원,슈베르트음악학원,서울특별시 강남구 선릉로 225,예능(대),예능(중),"음악,",260,20230503,20231018
영등포구,학원,샤인미술학원,서울특별시 영등포구 문래로 89,예능(대),예능(중),미술,235,20230508,20251102
송파구,학원,엘스뮤직음악학원,서울특별시 송파구 위례광장로 188,예능(대),예능(중),,80,20230508,20240512
동대문구,교습소,더바른수학교습소,서울특별시 동대문구 장안벚꽃로 167,입시.검정 및 보습,보통교과,초등수학,12,20230503,20231018
동작구,교습소,리드인사당래미안로이파크점논술교습소,서울특별시 동작구 사당로23길 112,입시.검정 및 보습,보통교과,정규B,5,20230510,20250309
강서구,학원,씨앤씨17관학원,서울특별시 강서구 마곡중앙로 59-21,입시.검정 및 보습,보통교과,보습,360,20230508,20260426
강남구,교습소,티앤에이치(TnH)수학교습소,서울특별시 강남구 역삼로 452,입시.검정 및 보습,보통교과,중등수학(3회),5,20230509,20260201
노원구,교습소,상계리드인독서논술교습소,서울특별시 노원구 덕릉로118길 29,입시.검정 및 보습,보통교과,논술1,18,20230511,20231018
성동구,학원,한남비아코스튜디오미술학원,서울특별시 성동구 독서당로 223,예능(대),예능(중),,0,20230511,20241215
노원구,교습소,중계불암하연과학교습소,서울특별시 노원구 중계로 162-11,입시.검정 및 보습,보통교과,초등과학F,35,20230511,20240331
은평구,학원,목동사과나무5관학원,서울특별시 은평구 연서로21길 3,입시.검정 및 보습,보통교과,보습?논술,820,20230510,20231018
구로구,교습소,뮤엠영어구로항동영어교습소,서울특별시 구로구 항동로3길 4,입시.검정 및 보습,보통교과,중등영어(일120분*주5회*4.2주),36,20230511,20260308
강동구,교습소,사이언스랩(Science Rap)과학교습소,서울특별시 강동구 양재대로 1708,입시.검정 및 보습,보통교과,,15,20230511,20250622
강남구,학원,해법수학교실압구정학원,서울특별시 강남구 언주로167길 38,입시.검정 및 보습,보통교과,보습?논술,96,20230511,20260208
강남구,학원,아만(AMAN)어학원,서울특별시 강남구 압구정로 214,국제화,외국어,,30,20230511,20231018
송파구,교습소,뮤엠영어헬리오시티영어교습소,서울특별시 송파구 가락로12길 4,입시.검정 및 보습,보통교과,"(초등)파닉스(주5회,회60분)",108,20230512,20260614
송파구,교습소,잠실플루트음악교습소,서울특별시 송파구 올림픽로 145,예능(대),예능(중),"음악3(주1회,회당390분)",10,20230512,20241006
강동구,교습소,연세빌리브영어교습소,서울특별시 강동구 고덕로27길 28,입시.검정 및 보습,보통교과,"초등영어1(4.2주)(주2회, 회당145분)",20,20230512,20260301
강서구,교습소,김샘영어교습소,서울특별시 강서구 양천로73가길 19,입시.검정 및 보습,보통교과,,30,20230511,20250223
도봉구,교습소,수학의별수학교습소,서울특별시 도봉구 노해로66길 59,입시.검정 및 보습,보통교과,(초) 월.수.금 A,6,20230515,20250525
서초구,학원,한백학원,서울특별시 서초구 사임당로 151,입시.검정 및 보습,보통교과,보습?논술,40,20230515,20240317
양천구,학원,너만을위한국어학원,서울특별시 양천구 목동서로 65,입시.검정 및 보습,보통교과,,80,20230504,20231018
강서구,학원,채움학원,서울특별시 강서구 등촌로51가길 67,입시.검정 및 보습,보통교과,보습?논술,50,20230515,20260607
광진구,학원,순수댄스스쿨학원,서울특별시 광진구 아차산로 530,예능(대),예능(중),,50,20230515,20240225
은평구,교습소,줄리아(Julia)초중전문영어교습소,서울특별시 은평구 연서로46길 7,입시.검정 및 보습,보통교과,초등영어,0,20230515,20260719
양천구,학원,뿌리국어논술학원,서울특별시 양천구 목동서로 287,입시.검정 및 보습,보통교과,보습?논술,100,20230515,20260809
성북구,학원,미지위너스학원,서울특별시 강북구 월계로 43-1,입시.검정 및 보습,보통교과,,276,20230517,20260426
금천구,학원,경옥쌤학원,서울특별시 금천구 시흥대로30길 12,종합(대),기타(중),"보습,속셈",0,20230517,20260201
마포구,교습소,국어에반하다국어교습소,서울특별시 마포구 월드컵북로 502-36,입시.검정 및 보습,보통교과,중등 국어1,30,20230517,20260614
은평구,교습소,에이원수학교습소,서울특별시 은평구 연서로18길 18,입시.검정 및 보습,보통교과,초등수학2,12,20230517,20260301
양천구,교습소,시나브로바른글씨펜글씨교습소,서울특별시 양천구 오목로 76,기타(대),기타(중),펜글씨1,9,20230517,20260802
양천구,교습소,에스더영어교습소,서울특별시 양천구 목동서로 349,입시.검정 및 보습,보통교과,,60,20230517,20231018
서초구,학원,아뜰리에아벡누학원,서울특별시 서초구 남부순환로347길 21-12,기예(대),기예(중),미술,15,20230515,20241215
강남구,교습소,지원쌤수학교습소,서울특별시 강남구 도곡로63길 27,입시.검정 및 보습,보통교과,수학1,14,20230517,20260201
서초구,교습소,고릴라수학교습소,서울특별시 서초구 방배로 232,입시.검정 및 보습,보통교과,초등수학,24,20230518,20231018
금천구,학원,러빙클림트미술학원,서울특별시 금천구 벚꽃로 30,예능(대),예능(중),미술,60,20230518,20240428
영등포구,학원,플리머스인터내셔널어학원,서울특별시 영등포구 영등포로 55,국제화,외국어,실용외국어(유아/초?중?고),78,20230518,20251102
서초구,학원,옥토퍼스학원,서울특별시 서초구 동산로 61,입시.검정 및 보습,보통교과,,240,20230519,20231018
양천구,교습소,이룸음악교습소,서울특별시 양천구 신월로 224,예능(대),예능(중),체르니40,20,20230519,20250309
강남구,학원,아티브학원,서울특별시 강남구 테헤란로25길 31,기타(대),기타(중),,20,20230519,20260809
양천구,교습소,매쓰프렙닷목동수학교습소,서울특별시 양천구 목동동로 130,입시.검정 및 보습,보통교과,수학A(초등),30,20230519,20250309
강서구,학원,명가은영어하다보습학원,서울특별시 강서구 공항대로36길 103,입시.검정 및 보습,보통교과,,45,20230519,20231018
마포구,학원,킵고잉연기학원,서울특별시 마포구 월드컵로 31,기타(대),기타(중),연극,568,20230522,20250928
서대문구,교습소,아라수학교습소,서울특별시 서대문구 수색로2길 39,입시.검정 및 보습,보통교과,,49,20230519,20231018
마포구,교습소,ERC영어독서클럽상지초점영어교습소,서울특별시 마포구 월드컵로42길 40,국제화,외국어,초등영어A,30,20230522,20240609
노원구,교습소,엠(M)수학교습소,서울특별시 노원구 동일로 1493,입시.검정 및 보습,보통교과,수학(중등1),8,20230522,20260607
동대문구,학원,미래에어컨아카데미학원,서울특별시 동대문구 천호대로 14,직업기술,산업기반기술,,20,20230522,20231018
서초구,학원,온뮤직실용음악학원,서울특별시 서초구 강남대로23길 64,예능(대),예능(중),,480,20230523,20260301
강남구,학원,영감수학고등관학원,서울특별시 강남구 도곡로63길 36,입시.검정 및 보습,보통교과,보습?논술,240,20230523,20250518
강남구,학원,엠에듀원격학원,서울특별시 강남구 도산대로37길 8,종합(대),,"보습?논술,",60,20230523,20231018
강남구,학원,김광진영어원격학원,서울특별시 강남구 역삼로73길 14,종합(대),,,3000,20230522,20231018
동작구,학원,제이한스보컬학원,서울특별시 동작구 동작대로29길 91,기예(대),기예(중),실용음악(성악),513,20230523,20240707
