행정구역명,학원/교습소,학원명,도로명주소,분야명,교습계열명,교습과정목록명,정원합계,개설일자,적재일시,X좌표,Y좌표,집계구코드,읍면동
동대문구,학원,대성회계실무학원,서울특별시 동대문구 왕산로 225,종합(대),,"전산회계,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",404,19681227,20231018,960002.824614471,1953712.10945733,11060800010004,서울특별시_동대문구_청량리동
동대문구,학원,국제전자과학학원,서울특별시 동대문구 고산자로36길 3,직업기술,산업기반기술,"전자,",30,19680210,20231018,959325.594666378,1953453.28846336,11060820020003,서울특별시_동대문구_제기동
동대문구,학원,조이앤플레이음악학원,서울특별시 동대문구 이문로 38,기예(대),기예(중),실용음악(성악),98,19720630,20260201,960861.844652174,1954686.61206193,11060720010011,서울특별시_동대문구_휘경1동
동대문구,학원,한독자동차정비학원,서울특별시 동대문구 왕산로 31,직업기술,산업기반기술,자동차,210,19720501,20260426,958223.131184376,1953171.54501091,11060810050003,서울특별시_동대문구_용신동
중랑구,학원,예맥보습학원,서울특별시 중랑구 동일로151길 30,입시.검정 및 보습,보통교과,보습,0,19881102,20250330,962604.051383473,1956605.99303199,11070650010004,서울특별시_중랑구_묵2동
중랑구,학원,금파음악학원,서울특별시 중랑구 동일로101길 52,예능(대),예능(중),음악,117,19880829,20240908,962660.270838242,1954480.03234605,11070520020018,서울특별시_중랑구_면목2동
동대문구,학원,청담+수학학원,서울특별시 동대문구 한천로 124,입시.검정 및 보습,보통교과,,140,19891209,20240317,961689.50665018,1952609.44050491,11060870020011,서울특별시_동대문구_장안1동
동대문구,학원,더하이스트수학학원,서울특별시 동대문구 사가정로 190,입시.검정 및 보습,보통교과,보습?논술,180,19890619,20260802,961703.643818105,1953291.11323625,11060840010202,서울특별시_동대문구_전농2동
동대문구,학원,미래사관학원,서울특별시 동대문구 천호대로16길 12,입시.검정 및 보습,보통교과,보습,114,19890522,20260329,958600.918543528,1952758.99145988,11060810080001,서울특별시_동대문구_용신동
중랑구,학원,필립학원,서울특별시 중랑구 동일로129길 54,입시.검정 및 보습,보통교과,,210,19890514,20250112,962663.052132589,1955701.91589184,11070620020030,서울특별시_중랑구_중화2동
동대문구,학원,주미음악학원,서울특별시 동대문구 장한로30길 31,예능(대),예능(중),음악,35,19890722,20240317,962369.106624945,1952845.77942783,11060880020009,서울특별시_동대문구_장안2동
동대문구,학원,새암음악학원,서울특별시 동대문구 답십리로72길 118,예능(대),예능(중),음악,441,19890911,20250112,962200.810942968,1952057.75702542,11060870010007,서울특별시_동대문구_장안1동
중랑구,학원,클라라음악학원,서울특별시 중랑구 겸재로3길 22,예능(대),예능(중),음악,90,19890911,20260201,962622.765947237,1954258.71338984,11070520020011,서울특별시_중랑구_면목2동
동대문구,학원,예술의악당음악학원,서울특별시 동대문구 이문로1길 16-3,예능(대),예능(중),"음악,",460,19891005,20250209,960546.895303024,1954506.28510555,11060710010005,서울특별시_동대문구_회기동
동대문구,학원,이엘음악학원,서울특별시 동대문구 천호대로77길 89,예능(대),예능(중),음악,180,19901108,20250518,961433.358328373,1951907.12805786,11060870020010,서울특별시_동대문구_장안1동
동대문구,학원,맨하탄학원,서울특별시 동대문구 황물로 42,입시.검정 및 보습,보통교과,보습,0,19900219,20260215,959934.267971733,1952753.69516165,11060910010003,서울특별시_동대문구_답십리1동
동대문구,학원,한영보습학원,서울특별시 동대문구 답십리로23길 59,입시.검정 및 보습,보통교과,보습,90,19900201,20260712,960252.621494205,1953283.00109887,11060830010010,서울특별시_동대문구_전농1동
동대문구,학원,수학엠플러스학원,서울특별시 동대문구 한천로 165,입시.검정 및 보습,보통교과,"보습,",84,19890601,20250112,961787.700527594,1953015.22249882,11060860010003,서울특별시_동대문구_답십리2동
중랑구,학원,대정보습학원,서울특별시 중랑구 용마산로 389,입시.검정 및 보습,보통교과,"보습,",50,19920605,20260208,964237.448837796,1954197.21464672,11070720010029,서울특별시_중랑구_면목3·8동
동대문구,학원,대우건축토목학원,서울특별시 동대문구 하정로 36,직업기술,산업기반기술,"토목,건축,안전관리,",2310,19900402,20231217,958231.286097017,1952877.47092351,11060810060002,서울특별시_동대문구_용신동
동대문구,학원,진주컴퓨터학원,서울특별시 동대문구 홍릉로15길 43,기타(대),기타(중),"컴퓨터(소),",57,19901231,20250112,959475.776203666,1954076.90415478,11060820020004,서울특별시_동대문구_제기동
동대문구,학원,SDA삼육외국어학원,서울특별시 동대문구 망우로18길 33,종합(대),,"보습,실용외국어(유아/초?중?고)",176,19910604,20260705,961410.404591407,1954396.31127957,11060730020013,서울특별시_동대문구_휘경2동
동대문구,학원,교원더퍼스트캠퍼스학원,서울특별시 동대문구 이문로 65,입시.검정 및 보습,보통교과,보습,132,19921102,20251109,960964.06682083,1954945.44524254,11060890020003,서울특별시_동대문구_이문1동
중랑구,학원,정주피아노학원,서울특별시 중랑구 동일로140길 16,예능(대),예능(중),"음악,",45,19920225,20250112,962934.54552079,1956163.96952707,11070610010018,서울특별시_중랑구_중화1동
동대문구,학원,미시간캠퍼스어학원,서울특별시 동대문구 휘경로 39,국제화,외국어,"실용외국어(유아/초?중?고),",60,19920729,20250112,961535.461263276,1955142.15873389,11060890010006,서울특별시_동대문구_이문1동
중랑구,학원,조숭지음악학원,서울특별시 중랑구 동일로129길 22,예능(대),예능(중),"음악,",45,19920918,20250112,962792.996468239,1955652.03964563,11070620020025,서울특별시_중랑구_중화2동
중랑구,학원,새한음악학원,서울특별시 중랑구 면목로27길 6,예능(대),예능(중),음악,56,19931105,20250112,963349.480156624,1952956.22834896,11070540020021,서울특별시_중랑구_면목4동
중랑구,학원,으뜸학원,서울특별시 중랑구 용마산로 436,입시.검정 및 보습,보통교과,,80,19930619,20260315,964461.136225312,1954605.89877891,11070720010025,서울특별시_중랑구_면목3·8동
동대문구,학원,수재학원,서울특별시 동대문구 답십리로 133,입시.검정 및 보습,보통교과,보습,370,19940706,20241215,960688.594527565,1952721.12334245,11060910020015,서울특별시_동대문구_답십리1동
중랑구,학원,줄리어드음악학원,서울특별시 중랑구 용마산로116길 22,예능(대),예능(중),음악,150,19940302,20260405,964838.09846971,1955616.29072879,11070730020002,서울특별시_중랑구_망우본동
중랑구,학원,미래엔수학삼성영어셀레나서림학원,서울특별시 중랑구 면목로57길 35,종합(대),,"미술,보습",204,19940409,20260308,963479.60002203,1954005.22176439,11070710010034,서울특별시_중랑구_면목본동
동대문구,학원,수정음악학원,서울특별시 동대문구 답십리로66길 99,예능(대),예능(중),음악,60,19940607,20250112,961685.341287421,1952208.35344026,11060870020009,서울특별시_동대문구_장안1동
중랑구,학원,하브엘음악학원,서울특별시 중랑구 봉화산로56길 153,예능(대),예능(중),음악,110,19940729,20241215,964413.865969418,1955890.41180023,11070690050008,서울특별시_중랑구_신내1동
중랑구,학원,이룸학원,서울특별시 중랑구 면목로27길 6,입시.검정 및 보습,보통교과,보습,60,19950731,20231224,963349.480156624,1952956.22834896,11070540020021,서울특별시_중랑구_면목4동
중랑구,학원,하나에듀학원,서울특별시 중랑구 봉우재로 211,입시.검정 및 보습,보통교과,보습,208,19950914,20260201,964357.757482558,1955143.81810564,11070730020018,서울특별시_중랑구_망우본동
중랑구,학원,면일보습학원,서울특별시 중랑구 용마산로94길 47,입시.검정 및 보습,보통교과,보습,40,19950918,20250112,964630.245662736,1954432.348918,11070720010008,서울특별시_중랑구_면목3·8동
중랑구,학원,정상보습학원,서울특별시 중랑구 면목로48길 65,입시.검정 및 보습,보통교과,보습,200,19950922,20251102,964000.691445164,1953710.36447595,11070720010009,서울특별시_중랑구_면목3·8동
동대문구,학원,이문보습학원,서울특별시 동대문구 한천로 481,입시.검정 및 보습,보통교과,보습,72,19960523,20260405,961779.549465966,1956108.4289865,11060900010011,서울특별시_동대문구_이문2동
동대문구,학원,중앙플러스학원,서울특별시 동대문구 천호대로77길 94,입시.검정 및 보습,보통교과,보습,130,19961114,20260201,961452.299920518,1951900.58094295,11060870020010,서울특별시_동대문구_장안1동
동대문구,학원,교우보습학원,서울특별시 동대문구 사가정로 93,입시.검정 및 보습,보통교과,보습,130,19970402,20250330,960762.058447491,1953097.11722059,11060830010007,서울특별시_동대문구_전농1동
중랑구,학원,뉴비전학원,서울특별시 중랑구 신내로7가길 19,입시.검정 및 보습,보통교과,보습,72,19970414,20250112,964234.91542238,1955953.64061471,11070590011002,서울특별시_중랑구_상봉1동
동대문구,학원,이화포르테미술학원,서울특별시 동대문구 답십리로72길 112,예능(대),예능(중),"미술,",15,19970501,20250112,962212.505482997,1952090.21688069,11060870010007,서울특별시_동대문구_장안1동
동대문구,학원,예솔피아노학원,서울특별시 동대문구 제기로 131,예능(대),예능(중),,160,19970930,20231018,960268.41328666,1954399.3125514,11060800010207,서울특별시_동대문구_청량리동
동대문구,학원,이레음악학원,서울특별시 동대문구 제기로 131,예능(대),예능(중),음악,13,19971010,20250622,960268.41328666,1954399.3125514,11060800010207,서울특별시_동대문구_청량리동
중랑구,학원,에이플러스보습학원,서울특별시 중랑구 망우로 489,입시.검정 및 보습,,,0,20110104,20250727,965267.749898669,1955787.21612923,11070730010009,서울특별시_중랑구_망우본동
동대문구,학원,한양음악학원,서울특별시 동대문구 한천로 246,예능(대),예능(중),음악,380,19980416,20260201,961921.898707233,1953802.56572119,11060730010002,서울특별시_동대문구_휘경2동
중랑구,학원,한얼보습학원,서울특별시 중랑구 신내로 71,입시.검정 및 보습,보통교과,보습?논술,240,19990126,20260607,964261.609768111,1956310.75428856,11070700010005,서울특별시_중랑구_신내2동
중랑구,학원,에덴음악미술학원,서울특별시 중랑구 동일로99길 47,종합(대),,"미술,음악",300,19990313,20260607,962669.27481576,1954351.72775477,11070520020008,서울특별시_중랑구_면목2동
동대문구,학원,씨앤씨어학원,서울특별시 동대문구 전농로 60,국제화,외국어,실용외국어(유아/초?중?고),528,19990513,20250803,960920.561232241,1952401.83583763,11060860010001,서울특별시_동대문구_답십리2동
동대문구,학원,에프엠(FM)최강수학학원,서울특별시 동대문구 전농로 120,입시.검정 및 보습,보통교과,보습,250,19990529,20260712,960962.675209721,1953016.32083511,11060840010001,서울특별시_동대문구_전농2동
중랑구,학원,에듀아이영어수학전문학원,서울특별시 중랑구 면목로 376,입시.검정 및 보습,보통교과,보습,60,19990805,20260201,963673.162550395,1954090.73176908,11070710010012,서울특별시_중랑구_면목본동
중랑구,학원,아발론랭콘신내학원,서울특별시 중랑구 봉화산로 215,종합(대),,"독서실(유아/초?중?고),보습,실용외국어(유아/초?중?고)",0,19990826,20260426,964389.722180419,1956546.5970688,11070690030001,서울특별시_중랑구_신내1동
중랑구,학원,세계제2보습학원,서울특별시 중랑구 공릉로2길 31,입시.검정 및 보습,보통교과,보습,342,19990903,20251116,962909.086174462,1957060.68856967,11070640010016,서울특별시_중랑구_묵1동
중랑구,학원,더클래스(THE CLASS)학원,서울특별시 중랑구 동일로 814,입시.검정 및 보습,보통교과,보습,0,19991021,20260607,962877.765522672,1956070.88345446,11070610010013,서울특별시_중랑구_중화1동
중랑구,학원,늘푸른학원,서울특별시 중랑구 겸재로49길 18,종합(대),,"미술,보습",121,19991028,20250928,963846.307477897,1954574.5494319,11070710010045,서울특별시_중랑구_면목본동
중랑구,학원,피아노라운지(PIANO LOUNGE)성인피아노음악학원,서울특별시 중랑구 공릉로2길 7,기예(대),기예(중),실용음악(성악),1130,19991115,20260201,962778.957968868,1957062.06293345,11070640010033,서울특별시_중랑구_묵1동
동대문구,학원,신등용문보습학원,서울특별시 동대문구 경희대로4길 79,입시.검정 및 보습,보통교과,보습?논술,160,20011022,20260315,960847.047097546,1954761.11556693,11060890020021,서울특별시_동대문구_이문1동
중랑구,학원,더뮤직음악학원,서울특별시 중랑구 신내로7가길 35,예능(대),예능(중),음악,0,20000524,20260201,964151.284710203,1955951.2769787,11070590011001,서울특별시_중랑구_상봉1동
동대문구,학원,덕수컴퓨터회계학원,서울특별시 동대문구 전농로 135,종합(대),,"전산회계,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",240,20000704,20250525,960928.857270587,1953167.24446902,11060830010007,서울특별시_동대문구_전농1동
동대문구,학원,오경숙음악학원,서울특별시 동대문구 사가정로 148,예능(대),예능(중),음악,72,20000803,20241215,961170.750993188,1953067.60899535,11060840010103,서울특별시_동대문구_전농2동
동대문구,학원,PJY뮤직아카데미(PJY MUSIC ACADEMY)학원,서울특별시 동대문구 사가정로 148,예능(대),예능(중),음악,0,20000821,20250601,961170.750993188,1953067.60899535,11060840010103,서울특별시_동대문구_전농2동
동대문구,학원,서울음악학원,서울특별시 동대문구 답십리로56길 21,예능(대),예능(중),음악,210,20000828,20250112,961154.922051224,1952609.41859471,11060860010501,서울특별시_동대문구_답십리2동
동대문구,학원,수학을읽다학원,서울특별시 동대문구 답십리로69길 8,입시.검정 및 보습,보통교과,,56,20000831,20231018,962382.926379203,1952678.77172173,11060880020009,서울특별시_동대문구_장안2동
동대문구,학원,연세학원,서울특별시 동대문구 사가정로 148,입시.검정 및 보습,보통교과,보습,73,20001129,20250518,961170.750993188,1953067.60899535,11060840010103,서울특별시_동대문구_전농2동
중랑구,학원,닥스어학원,서울특별시 중랑구 신내로25가길 2,국제화,외국어,실용외국어(유아/초?중?고),0,20010131,20260607,963304.832537636,1957863.68224803,11070640010006,서울특별시_중랑구_묵1동
동대문구,학원,김영애음악학원,서울특별시 동대문구 한천로58길 47,예능(대),예능(중),음악,175,20010207,20250525,961873.193345871,1955647.29890827,11060900020105,서울특별시_동대문구_이문2동
중랑구,학원,베스트보습학원,서울특별시 중랑구 용마산로116길 22,입시.검정 및 보습,보통교과,"보습,",190,20010216,20231018,964838.09846971,1955616.29072879,11070730020002,서울특별시_중랑구_망우본동
동대문구,학원,예일어학원,서울특별시 동대문구 답십리로 238,국제화,외국어,,101,20010720,20250824,961724.609573642,1952662.46541773,11060870020011,서울특별시_동대문구_장안1동
동대문구,학원,신서울I.N(아이엔)학원,서울특별시 동대문구 약령시로 8,입시.검정 및 보습,보통교과,"보습,",96,20010908,20250112,958557.970604873,1953787.93666058,11060820040009,서울특별시_동대문구_제기동
동대문구,학원,예인학원,서울특별시 동대문구 한천로 97,입시.검정 및 보습,보통교과,보습,100,20011031,20260308,961534.818470566,1952406.34647317,11060860010015,서울특별시_동대문구_답십리2동
동대문구,학원,교일학원,서울특별시 동대문구 약령시로 16,입시.검정 및 보습,보통교과,보습,150,20011124,20260201,958643.432568717,1953790.72114192,11060820040009,서울특별시_동대문구_제기동
동대문구,학원,에꼴드에땅장안미술학원,서울특별시 동대문구 장한로28길 14,예능(대),예능(중),미술,10,20020215,20231018,962269.010596761,1952694.7075653,11060880020002,서울특별시_동대문구_장안2동
중랑구,학원,김상돈수학학원,서울특별시 중랑구 망우로 505,입시.검정 및 보습,보통교과,,20,20020305,20231018,965452.890267985,1955767.32409548,11070730010009,서울특별시_중랑구_망우본동
마포구,학원,중앙정보처리학원,서울특별시 마포구 신촌로 176,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",1081,19701230,20260607,950998.515354521,1950930.78991177,11140600010018,서울특별시_마포구_대흥동
마포구,학원,다윈브이스토리미술학원,서울특별시 마포구 와우산로 100,예능(대),예능(중),"미술,",330,19710624,20231018,949187.147086264,1950545.19944092,11140660030009,서울특별시_마포구_서교동
마포구,학원,폴린음악학원,서울특별시 마포구 월드컵로25길 98,예능(대),예능(중),음악,130,19710508,20251116,947218.120136587,1951073.52795741,11140700010016,서울특별시_마포구_망원2동
마포구,학원,희문음악학원,서울특별시 마포구 동교로19길 48,예능(대),예능(중),음악,45,19751211,20260426,948532.32276028,1951063.48063181,11140660020008,서울특별시_마포구_서교동
마포구,학원,웅지독서실,서울특별시 마포구 대흥로 180,독서실,독서,"독서실(일반인),",84,19811022,20231018,951083.686072397,1950781.06461759,11140600010012,서울특별시_마포구_대흥동
은평구,학원,로뎀나무미술학원,서울특별시 은평구 서오릉로 152,예능(대),예능(중),미술,40,19880706,20240526,948484.034767748,1957121.85251277,11120560010101,서울특별시_은평구_갈현2동
은평구,학원,글뜻문해력전문학원,서울특별시 은평구 은평로16길 4,입시.검정 및 보습,보통교과,보습?논술,184,19880721,20260802,949667.327207303,1955875.86385085,11120590010002,서울특별시_은평구_응암1동
서대문구,학원,비상아이비츠학원,서울특별시 서대문구 증가로10길 60-22,입시.검정 및 보습,보통교과,"보습,",60,19880824,20231018,949253.494268803,1953460.47770166,11130700010030,서울특별시_서대문구_남가좌2동
은평구,학원,덕산독서실,서울특별시 은평구 갈현로3가길 5,독서실,독서,"독서실(유아/초?중?고),",120,19880830,20241215,947676.082192882,1955896.69529661,11120650010018,서울특별시_은평구_신사1동
서대문구,학원,폴인피아노음악학원,서울특별시 서대문구 세무서길 31,예능(대),예능(중),음악,420,19880920,20260301,951047.219914311,1954597.37690074,11130640020012,서울특별시_서대문구_홍제3동
서대문구,학원,연희피아노학원,서울특별시 서대문구 연희로 174,예능(대),예능(중),음악,46,19881022,20231105,950158.901148144,1952706.09380724,11130760010039,서울특별시_서대문구_연희동
은평구,학원,서부보습학원,서울특별시 은평구 연서로4길 20,입시.검정 및 보습,보통교과,"보습,",20,19881215,20231018,948637.664753969,1956058.6420497,11120740010045,서울특별시_은평구_역촌동
은평구,학원,대조기찬학원,서울특별시 은평구 서오릉로10길 21,입시.검정 및 보습,보통교과,보습?논술,100,19881227,20250406,948801.29912753,1957113.23050423,11120580010026,서울특별시_은평구_대조동
서대문구,학원,케이시티학원,서울특별시 서대문구 모래내로 346,입시.검정 및 보습,보통교과,"보습,",90,19890507,20231018,950118.488134454,1953638.74369481,11130680010003,서울특별시_서대문구_홍은2동
마포구,학원,예스탑학원,서울특별시 마포구 망원로 56,기타(대),기타(중),속셈,20,19890607,20250112,947273.977457555,1950997.03856423,11140690010015,서울특별시_마포구_망원1동
은평구,학원,맥스터디학원,서울특별시 은평구 통일로69길 16,입시.검정 및 보습,보통교과,보습?논술,280,19890613,20250824,949415.059681489,1957020.88665323,11120580010019,서울특별시_은평구_대조동
마포구,학원,예뮤직아카데미학원,서울특별시 마포구 망원로 57,예능(대),예능(중),음악,120,19890722,20240908,947288.978287578,1951031.41056286,11140700010005,서울특별시_마포구_망원2동
은평구,학원,고운하늘소리음악학원,서울특별시 은평구 증산서길 66,예능(대),예능(중),"음악,",120,19890803,20250713,947528.966683893,1953841.10444768,11120670010004,서울특별시_은평구_증산동
서대문구,학원,수연음악학원,서울특별시 서대문구 북아현로 55,예능(대),,"음악,",15,19890817,20231018,951907.561507317,1951573.86764833,11130730010017,서울특별시_서대문구_충현동
마포구,학원,신예일음악학원,서울특별시 마포구 독막로22길 13,예능(대),예능(중),음악,64,19890922,20260816,949567.920766229,1949901.8128558,11140760030006,서울특별시_마포구_서강동
은평구,학원,전원피아노음악학원,서울특별시 은평구 연서로41길 3,예능(대),예능(중),음악,30,19891101,20240707,949554.803039441,1958611.92580978,11120720010025,서울특별시_은평구_불광2동
은평구,학원,이화수리음악학원,서울특별시 은평구 불광로 124,예능(대),예능(중),음악,56,19891120,20260308,949990.439279128,1957756.79515454,11120520010021,서울특별시_은평구_불광1동
은평구,학원,미래엔수학영어구산학원,서울특별시 은평구 서오릉로15길 6,입시.검정 및 보습,보통교과,보습,120,19891206,20250831,947910.013149876,1957324.68373227,11120570010007,서울특별시_은평구_구산동
은평구,학원,예음피아노학원,서울특별시 은평구 연서로11길 20-4,예능(대),예능(중),음악,120,19891206,20250209,948225.464593548,1956755.81347957,11120570010015,서울특별시_은평구_구산동
마포구,학원,뉴마포전산세무회계학원,서울특별시 마포구 대흥로30길 6-8,인문사회(대),인문사회(중),,80,19900117,20260329,951081.452740419,1950883.78894803,11140600010012,서울특별시_마포구_대흥동
서대문구,학원,인지학원,서울특별시 서대문구 거북골로14길 5,입시.검정 및 보습,보통교과,보습,90,19900123,20250518,948209.704746571,1953087.23572305,11130720010041,서울특별시_서대문구_북가좌2동
서대문구,학원,스카이수학학원,서울특별시 서대문구 독립문로 64,입시.검정 및 보습,보통교과,보습?논술,136,19900207,20240317,952641.415364583,1952138.46203058,11130520010009,서울특별시_서대문구_천연동
서대문구,학원,정학원,서울특별시 서대문구 세검정로1길 95,입시.검정 및 보습,보통교과,"보습,",210,19900209,20250209,951083.451491136,1955325.7182981,11130660010501,서울특별시_서대문구_홍은1동
마포구,학원,영찬보습학원,서울특별시 마포구 성미산로 39,입시.검정 및 보습,보통교과,보습,72,19900214,20240908,948102.433788473,1951239.54488735,11140720020022,서울특별시_마포구_성산1동
은평구,학원,어메이징사운드학원,서울특별시 은평구 갈현로 291-1,예능(대),예능(중),"음악,",103,19900305,20231018,948533.808089648,1958315.08601874,11120550010013,서울특별시_은평구_갈현1동
서대문구,학원,국제컴퓨터학원,서울특별시 서대문구 통일로 157-6,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",840,19900509,20250629,952673.065754986,1952207.0340819,11130520010005,서울특별시_서대문구_천연동
마포구,학원,디자인피노미술학원,서울특별시 마포구 와우산로 124,예능(대),예능(중),미술,480,19900821,20241215,949408.144547157,1950583.73696027,11140760010011,서울특별시_마포구_서강동
은평구,학원,대조보습학원,서울특별시 은평구 연서로18길 14-1,입시.검정 및 보습,,"보습,",170,19901212,20231018,948734.255658903,1957119.05913379,11120580010030,서울특별시_은평구_대조동
은평구,학원,예지피아노학원,서울특별시 은평구 응암로12길 30,예능(대),예능(중),음악,30,19910111,20250928,948768.344697203,1954336.13745807,11120730010001,서울특별시_은평구_응암3동
은평구,학원,제일음악학원,서울특별시 은평구 서오릉로21길 11,예능(대),예능(중),"음악,",80,19910114,20231018,947714.923250721,1957434.0785233,11120570010042,서울특별시_은평구_구산동
마포구,학원,중앙독서실,서울특별시 마포구 월드컵북로 210,독서실,독서,"독서실(유아/초?중?고),",76,19911031,20231018,947527.161656957,1952371.55341665,11140730020002,서울특별시_마포구_성산2동
마포구,학원,가나다한국어학원,서울특별시 마포구 동교로25길 15,국제화,국제,어학(성인),38,19911228,20250420,948908.242882759,1951087.44967681,11140660010001,서울특별시_마포구_서교동
은평구,학원,은평하이클래스학원,서울특별시 은평구 가좌로 179,입시.검정 및 보습,보통교과,"보습,",128,19920317,20231018,948847.941055998,1954342.2975371,11120730010017,서울특별시_은평구_응암3동
마포구,학원,고려간호조무사학원,서울특별시 마포구 서강로 133,직업기술,간호보조기술,간호조무사,146,19920407,20250112,950119.153147549,1950712.62134255,11140660030015,서울특별시_마포구_서교동
서대문구,학원,이룸학원,서울특별시 서대문구 응암로 32,입시.검정 및 보습,보통교과,"보습,",120,19920909,20241215,947780.716977771,1953155.25810979,11130710020401,서울특별시_서대문구_북가좌1동
서대문구,학원,연세아카데미보습학원,서울특별시 서대문구 북아현로4길 2,입시.검정 및 보습,보통교과,보습,90,19920909,20250720,952025.271834126,1951236.19226322,11130740010007,서울특별시_서대문구_북아현동
서대문구,학원,카이로스학원,서울특별시 서대문구 홍은중앙로 94,입시.검정 및 보습,보통교과,"보습,",159,19921005,20231018,951266.068319873,1955668.51547159,11130660010010,서울특별시_서대문구_홍은1동
마포구,학원,새우리피아노학원,서울특별시 마포구 방울내로 41,예능(대),예능(중),음악,60,19921126,20231018,947026.256130891,1951235.49830542,11140700010007,서울특별시_마포구_망원2동
은평구,학원,맑은아침음악학원,서울특별시 은평구 연서로41길 15,예능(대),예능(중),"음악,",9,19930312,20231018,949448.950120134,1958674.01603335,11120720010033,서울특별시_은평구_불광2동
마포구,학원,가나안음악학원,서울특별시 마포구 큰우물로 53,예능(대),예능(중),음악,120,19940303,20250330,950938.198193137,1949363.41808452,11140590010002,서울특별시_마포구_용강동
서대문구,학원,하모니음악학원,서울특별시 서대문구 충정로7길 30,예능(대),예능(중),"음악,",17,19940510,20231018,952590.619738627,1951749.13227706,11130730010015,서울특별시_서대문구_충현동
서대문구,학원,파고다신촌어학원,서울특별시 서대문구 신촌로 121,국제화,국제,어학(성인),2778,19940701,20260809,950477.48536476,1950910.2299717,11130750040001,서울특별시_서대문구_신촌동
서대문구,학원,와이비엠신촌어학원,서울특별시 서대문구 신촌로 113,국제화,국제,어학(성인),3372,19941230,20260628,950412.031518173,1950884.33210383,11130750040001,서울특별시_서대문구_신촌동
마포구,학원,한맥수학영어학원,서울특별시 마포구 만리재로 133,입시.검정 및 보습,보통교과,보습,96,19950729,20250112,952489.535519174,1950394.79668305,11140770010015,서울특별시_마포구_공덕동
은평구,학원,홍익보습학원,서울특별시 은평구 연서로3길 10,입시.검정 및 보습,보통교과,보습,50,19950922,20231018,948331.946945755,1956052.90789746,11120740020011,서울특별시_은평구_역촌동
은평구,학원,한맥키스톤학원,서울특별시 은평구 진흥로1길 36,입시.검정 및 보습,보통교과,"보습,",48,19951103,20231018,948682.331204989,1956191.66741533,11120740010042,서울특별시_은평구_역촌동
마포구,학원,정구원국어전문학원,서울특별시 마포구 새터산16길 15,입시.검정 및 보습,보통교과,보습,144,19951207,20241215,947764.363933232,1952182.27847431,11140730020024,서울특별시_마포구_성산2동
서대문구,학원,이씨씨(ECC)어학학원,서울특별시 서대문구 성산로 553,종합(대),,"보습,실용외국어(유아/초?중?고)",1136,19960210,20260301,951058.907456058,1951941.51201463,11130750010008,서울특별시_서대문구_신촌동
은평구,학원,뉴욕발레아트학원,서울특별시 은평구 은평로 157,예능(대),예능(중),무용,50,19960318,20240428,949253.004410785,1955914.44683214,11120590010006,서울특별시_은평구_응암1동
서대문구,학원,디자인창조의아침미술학원,서울특별시 서대문구 신촌로 15,예능(대),예능(중),미술,560,19960318,20260315,949545.024909111,1951144.48500014,11130750040009,서울특별시_서대문구_신촌동
서대문구,학원,베러에듀학원,서울특별시 서대문구 거북골로 5,입시.검정 및 보습,보통교과,보습,54,19960702,20240602,949365.188571387,1953676.01810191,11130680010034,서울특별시_서대문구_홍은2동
마포구,학원,예을음악학원,서울특별시 마포구 월드컵북로 224,예능(대),예능(중),음악,60,19961021,20260301,947392.242709552,1952435.31290021,11140730020002,서울특별시_마포구_성산2동
서대문구,학원,뮤직바움음악학원,서울특별시 서대문구 증가로12나길 101,예능(대),예능(중),음악,40,19970919,20250330,948780.001743362,1953859.65491021,11130720010051,서울특별시_서대문구_북가좌2동
서대문구,학원,이화선율음악학원,서울특별시 서대문구 세검정로1길 95,예능(대),예능(중),음악,114,19971209,20250330,951083.451491136,1955325.7182981,11130660010501,서울특별시_서대문구_홍은1동
은평구,학원,1%하이스트영어수학학원,서울특별시 은평구 증산서길 64-14,입시.검정 및 보습,보통교과,"보습,",40,19971229,20231018,947555.29544393,1953776.50386438,11120670010016,서울특별시_은평구_증산동
마포구,학원,마포뮤즈음악학원,서울특별시 마포구 만리재옛길 62,예능(대),예능(중),음악,150,19980120,20250223,952116.044514865,1950096.98675921,11140770010011,서울특별시_마포구_공덕동
서대문구,학원,연음음악학원,서울특별시 서대문구 통일로25길 30,예능(대),예능(중),음악,30,19980226,20250928,951194.954919955,1953908.97088249,11130620011005,서울특별시_서대문구_홍제1동
마포구,학원,제1예일보습학원,서울특별시 마포구 마포대로18길 12,입시.검정 및 보습,보통교과,"보습,",240,19980317,20251214,952012.581347241,1950370.13933021,11140770010013,서울특별시_마포구_공덕동
은평구,학원,은평창조의아침미술학원,서울특별시 은평구 서오릉로 159,예능(대),예능(중),"미술,",40,19980629,20250810,948397.74886854,1957131.76295163,11120570010011,서울특별시_은평구_구산동
은평구,학원,탑독서실,서울특별시 은평구 은평터널로 164,독서실,독서,"독서실(일반인),",78,19990315,20231018,947743.729245992,1955087.34147229,11120660010201,서울특별시_은평구_신사2동
