"X2","X4_합"
"라라9482",10
"라라9483",0
"라라9484",5
"라라9487",37
"라라9488",5
"라라9493",24
"라라9494",5
"라라9495",0
"라라9496",60
"라라9497",16
"라라9498",41
"라라9499",5
"라라9540",33
"라라9542",0
"라라9543",13
"라라9544",0
"라라9546",13
"라라9547",13
"라라9548",0
"라라9549",31
"라라9550",5
"라라9553",18
"라라9555",10
"라라9556",67
"라라9557",66
"라라9558",18
"라라9578",5
"라라9579",26
"라라9580",13
"라라9581",0
"라라9582",13
"라라9583",13
"라라9584",26
"라라9585",13
"라라9586",96
"라라9587",10
"라라9588",180
"라라9589",13
"라라9590",0
"라라9591",0
"라라9592",0
"라라9593",10
"라라9594",87
"라라9595",23
"라라9596",7
"라라9597",32
"라라9598",0
"라라9599",5
"라라9626",5
"라라9640",24
"라라9643",0
"라라9644",5
"라라9649",13
"라라9650",16
"라라9651",5
"라라9653",0
"라라9656",60
"라라9657",22
"라라9674",22
"라라9675",5
"라라9678",42
"라라9679",0
"라라9680",21
"라라9682",36
"라라9683",30
"라라9685",32
"라라9686",2464
"라라9687",5018
"라라9688",3172
"라라9689",3052
"라라9690",2737
"라라9691",1695
"라라9692",873
"라라9693",1545
"라라9694",5
"라라9727",0
"라라9743",47
"라라9744",13
"라라9749",5
"라라9750",21
"라라9751",64
"라라9753",36
"라라9754",0
"라라9755",38
"라라9756",152
"라라9775",54
"라라9776",26
"라라9777",5
"라라9778",8
"라라9780",0
"라라9782",5
"라라9783",31
"라라9786",45
"라라9787",866
"라라9789",1253
"라라9790",2268
"라라9791",2756
"라라9792",2336
"라라9793",2368
"라라9794",5
"라라9795",0
"라라9799",21
"라라9827",10
"라라9828",18
"라라9843",31
"라라9844",13
"라라9850",59
"라라9852",84
"라라9853",36
"라라9855",5
"라라9857",39
"라라9876",13
"라라9877",61
"라라9878",107
"라라9880",61
"라라9881",158
"라라9882",0
"라라9883",112
"라라9884",18
"라라9885",5
"라라9890",1290
"라라9891",2978
"라라9892",998
"라라9893",4630
"라라9894",2445
"라라9895",13
"라라9899",0
"라라9936",49
"라라9941",31
"라라9943",15
"라라9944",8
"라라9945",28
"라라9946",34
"라라9947",18
"라라9948",0
"라라9949",42
"라라9950",58
"라라9951",416
"라라9952",29
"라라9953",52
"라라9956",0
"라라9962",5
"라라9974",10
"라라9975",5
"라라9977",5
"라라9978",5
"라라9980",16
"라라9981",10
"라라9982",0
"라라9983",5
"라라9986",5
"라라9991",228
"라라9992",939
"라라9993",777
"라라9994",1057
"라라9995",2220
"라라9996",1636
"라라9999",46
"라마0009",0
"라마0010",18
"라마0011",36
"라마0012",8
"라마0014",5
"라마0015",0
"라마0016",8
"라마0017",50
"라마0018",26
"라마0019",26
"라마0021",0
"라마0022",24
"라마0023",13
"라마0027",5
"라마0031",0
"라마0032",16
"라마0033",0
"라마0034",0
"라마0035",21
"라마0036",26
"라마0037",26
"라마0038",21
"라마0039",8
"라마0040",5
"라마0043",36
"라마0045",15
"라마0046",5
"라마0049",5
"라마0051",5
"라마0052",5
"라마0053",26
"라마0054",0
"라마0055",8
"라마0064",5
"라마0075",5
"라마0078",13
"라마0079",32
"라마0080",64
"라마0081",18
"라마0082",60
"라마0083",73
"라마0084",26
"라마0085",21
"라마0086",16
"라마0087",66
"라마0088",13
"라마0089",45
"라마0090",26
"라마0091",16
"라마0092",36
"라마0093",105
"라마0094",15
"라마0098",10
"라마0099",18
"라마0110",0
"라마0111",0
"라마0112",23
"라마0113",13
"라마0114",22
"라마0115",19
"라마0116",5
"라마0117",5
"라마0118",0
"라마0119",5
"라마0122",34
"라마0123",29
"라마0127",23
"라마0128",10
"라마0129",0
"라마0134",8
"라마0135",21
"라마0136",40
"라마0138",131
"라마0139",356
"라마0140",10
"라마0141",22
"라마0143",0
"라마0144",0
"라마0145",13
"라마0146",39
"라마0147",23
"라마0149",8
"라마0150",5
"라마0151",0
"라마0154",0
"라마0155",10
"라마0156",16
"라마0159",8
"라마0163",0
"라마0164",8
"라마0165",0
"라마0166",5
"라마0171",5
"라마0173",60
"라마0174",69
"라마0175",5
"라마0176",5
"라마0178",26
"라마0179",10
"라마0180",28
"라마0181",23
"라마0182",28
"라마0185",15
"라마0186",49
"라마0187",8
"라마0188",36
"라마0189",26
"라마0190",41
"라마0191",44
"라마0196",23
"라마0197",8
"라마0198",13
"라마0199",16
"라마0212",38
"라마0213",31
"라마0214",18
"라마0215",156
"라마0216",26
"라마0219",13
"라마0223",31
"라마0226",0
"라마0227",0
"라마0228",5
"라마0229",13
"라마0230",5
"라마0231",13
"라마0232",5
"라마0237",21
"라마0238",57
"라마0239",37
"라마0240",63
"라마0241",5
"라마0243",0
"라마0244",14
"라마0245",39
"라마0246",0
"라마0247",43
"라마0248",53
"라마0249",21
"라마0254",15
"라마0255",0
"라마0257",0
"라마0258",0
"라마0269",0
"라마0274",34
"라마0278",5
"라마0280",0
"라마0284",26
"라마0285",10
"라마0286",0
"라마0287",31
"라마0288",26
"라마0289",18
"라마0290",5
"라마0291",0
"라마0292",16
"라마0293",38
"라마0294",5
"라마0295",25
"라마0296",59
"라마0297",10
"라마0298",21
"라마0299",18
"라마0305",5
"라마0312",21
"라마0313",5
"라마0314",34
"라마0315",47
"라마0316",48
"라마0317",49
"라마0319",44
"라마0320",10
"라마0321",8
"라마0322",10
"라마0323",38
"라마0324",21
"라마0325",29
"라마0326",50
"라마0327",13
"라마0332",0
"라마0338",21
"라마0339",68
"라마0342",0
"라마0348",62
"라마0349",28
"라마0350",23
"라마0351",15
"라마0352",0
"라마0355",18
"라마0357",5
"라마0358",5
"라마0363",27
"라마0364",0
"라마0365",23
"라마0368",5
"라마0369",8
"라마0374",8
"라마0375",5
"라마0384",24
"라마0385",0
"라마0386",5
"라마0387",13
"라마0388",10
"라마0389",21
"라마0390",65
"라마0391",8
"라마0392",38
"라마0393",5
"라마0394",5
"라마0397",8
"라마0399",0
"라마0405",0
"라마0406",10
"라마0407",0
"라마0415",10
"라마0416",10
"라마0419",5
"라마0420",16
"라마0425",0
"라마0426",51
"라마0427",8
"라마0429",23
"라마0430",5
"라마0434",0
"라마0438",0
"라마0439",13
"라마0440",23
"라마0449",5
"라마0453",10
"라마0454",41
"라마0455",31
"라마0456",0
"라마0457",15
"라마0458",16
"라마0459",27
"라마0460",0
"라마0461",13
"라마0463",5
"라마0465",10
"라마0466",26
"라마0467",5
"라마0471",5
"라마0474",26
"라마0475",10
"라마0476",8
"라마0480",18
"라마0481",0
"라마0483",19
"라마0484",13
"라마0485",69
"라마0486",35
"라마0488",21
"라마0489",0
"라마0490",111
"라마0491",46
"라마0492",30
"라마0493",10
"라마0495",10
"라마0499",21
"라마0507",16
"라마0516",5
"라마0517",26
"라마0518",37
"라마0519",8
"라마0523",5
"라마0527",0
"라마0529",5
"라마0530",24
"라마0534",0
"라마0535",5
"라마0542",5
"라마0543",44
"라마0544",13
"라마0545",16
"라마0550",18
"라마0551",5
"라마0552",0
"라마0553",0
"라마0554",0
"라마0555",5
"라마0556",5
"라마0557",5
"라마0559",16
"라마0560",10
"라마0561",16
"라마0562",5
"라마0565",13
"라마0566",10
"라마0567",26
"라마0568",0
"라마0569",5
"라마0570",5
"라마0571",0
"라마0572",5
"라마0573",0
"라마0574",0
"라마0575",44
"라마0576",10
"라마0580",26
"라마0583",32
"라마0584",18
"라마0585",46
"라마0586",48
"라마0588",23
"라마0590",18
"라마0592",5
"라마0594",14
"라마0595",16
"라마0596",10
"라마0599",13
"라마0608",10
"라마0610",5
"라마0617",5
"라마0618",5
"라마0620",50
"라마0621",0
"라마0623",5
"라마0624",13
"라마0625",5
"라마0631",8
"라마0636",10
"라마0642",0
"라마0643",0
"라마0644",26
"라마0645",53
"라마0646",6
"라마0647",31
"라마0648",13
"라마0649",29
"라마0650",21
"라마0654",0
"라마0655",10
"라마0657",5
"라마0658",5
"라마0659",13
"라마0660",62
"라마0663",10
"라마0666",13
"라마0667",10
"라마0669",0
"라마0670",5
"라마0671",21
"라마0676",13
"라마0677",33
"라마0679",10
"라마0681",5
"라마0685",5
"라마0686",49
"라마0687",38
"라마0689",31
"라마0690",59
"라마0699",13
"라마0707",0
"라마0708",0
"라마0709",5
"라마0712",5
"라마0720",29
"라마0724",13
"라마0725",13
"라마0732",12
"라마0741",5
"라마0742",26
"라마0743",5
"라마0744",31
"라마0745",52
"라마0746",8
"라마0747",26
"라마0748",376
"라마0749",20
"라마0750",8
"라마0753",5
"라마0754",10
"라마0756",10
"라마0758",10
"라마0760",16
"라마0761",8
"라마0762",13
"라마0765",13
"라마0766",16
"라마0767",21
"라마0768",13
"라마0769",0
"라마0775",0
"라마0776",16
"라마0777",5
"라마0778",5
"라마0779",31
"라마0783",0
"라마0788",18
"라마0789",22
"라마0790",5
"라마0791",13
"라마0796",13
"라마0797",5
"라마0807",8
"라마0817",10
"라마0818",70
"라마0819",43
"라마0820",44
"라마0821",21
"라마0823",5
"라마0824",16
"라마0825",13
"라마0826",47
"라마0839",0
"라마0840",16
"라마0841",8
"라마0842",16
"라마0843",16
"라마0845",0
"라마0846",13
"라마0847",33
"라마0848",36
"라마0849",42
"라마0850",18
"라마0853",16
"라마0855",5
"라마0856",21
"라마0860",10
"라마0862",26
"라마0864",0
"라마0865",0
"라마0866",5
"라마0867",31
"라마0877",15
"라마0878",17
"라마0883",25
"라마0885",24
"라마0886",5
"라마0887",37
"라마0888",0
"라마0889",5
"라마0890",10
"라마0891",5
"라마0893",5
"라마0894",5
"라마0911",18
"라마0916",29
"라마0917",25
"라마0918",238
"라마0919",38
"라마0921",31
"라마0922",13
"라마0923",41
"라마0924",16
"라마0925",49
"라마0926",5
"라마0928",5
"라마0934",5
"라마0935",0
"라마0940",5
"라마0946",5
"라마0947",31
"라마0948",29
"라마0949",8
"라마0950",5
"라마0951",5
"라마0952",5
"라마0953",29
"라마0954",0
"라마0956",5
"라마0961",0
"라마0962",13
"라마0963",5
"라마0964",11
"라마0966",10
"라마0968",5
"라마0969",10
"라마0971",16
"라마0973",27
"라마0976",10
"라마0977",0
"라마0978",15
"라마0991",13
"라마0992",5
"라마0995",5
"라마1012",39
"라마1013",24
"라마1014",37
"라마1015",5
"라마1018",36
"라마1020",26
"라마1021",16
"라마1022",34
"라마1023",40
"라마1024",21
"라마1025",26
"라마1026",5
"라마1028",13
"라마1029",18
"라마1033",5
"라마1036",0
"라마1041",5
"라마1042",8
"라마1043",5
"라마1046",5
"라마1047",0
"라마1052",38
"라마1053",5
"라마1054",64
"라마1055",5
"라마1056",31
"라마1058",0
"라마1059",0
"라마1060",26
"라마1061",5
"라마1063",10
"라마1064",0
"라마1067",16
"라마1068",5
"라마1069",26
"라마1070",13
"라마1075",0
"라마1076",26
"라마1077",10
"라마1078",10
"라마1079",5
"라마1092",5
"라마1097",10
"라마1112",16
"라마1113",41
"라마1114",50
"라마1117",5
"라마1118",16
"라마1119",0
"라마1121",10
"라마1122",18
"라마1123",13
"라마1124",21
"라마1125",5
"라마1127",18
"라마1128",0
"라마1132",10
"라마1133",16
"라마1142",0
"라마1143",10
"라마1145",13
"라마1146",28
"라마1147",31
"라마1148",5
"라마1153",0
"라마1154",31
"라마1155",0
"라마1156",5
"라마1157",21
"라마1158",21
"라마1162",13
"라마1163",23
"라마1164",5
"라마1176",5
"라마1177",13
"라마1178",54
"라마1179",19
"라마1181",11
"라마1182",8
"라마1183",18
"라마1185",0
"라마1194",13
"라마1195",10
"라마1196",16
"라마1197",5
"라마1198",0
"라마1199",21
"라마1200",5
"라마1207",5
"라마1213",34
"라마1214",26
"라마1218",5
"라마1219",24
"라마1222",18
"라마1223",18
"라마1228",26
"라마1229",70
"라마1230",0
"라마1232",41
"라마1234",5
"라마1247",21
"라마1248",26
"라마1250",13
"라마1251",5
"라마1255",13
"라마1256",47
"라마1257",33
"라마1258",18
"라마1259",23
"라마1260",23
"라마1263",0
"라마1264",5
"라마1268",8
"라마1269",36
"라마1275",13
"라마1276",16
"라마1278",36
"라마1280",5
"라마1281",8
"라마1289",18
"라마1290",5
"라마1291",0
"라마1292",53
"라마1293",10
"라마1295",17
"라마1296",5
"라마1298",18
"라마1299",31
"라마1306",5
"라마1307",42
"라마1308",10
"라마1309",5
"라마1310",13
"라마1311",26
"라마1313",5
"라마1314",73
"라마1315",0
"라마1319",10
"라마1323",5
"라마1324",5
"라마1325",13
"라마1326",29
"라마1327",27
"라마1330",5
"라마1331",13
"라마1332",5
"라마1333",10
"라마1348",10
"라마1351",0
"라마1358",5
"라마1359",21
"라마1360",10
"라마1361",86
"라마1362",32
"라마1363",144
"라마1364",19
"라마1369",21
"라마1370",10
"라마1374",16
"라마1375",34
"라마1376",0
"라마1378",147
"라마1379",47
"라마1380",55
"라마1381",26
"라마1382",0
"라마1383",41
"라마1384",13
"라마1385",18
"라마1386",45
"라마1387",16
"라마1388",18
"라마1389",26
"라마1390",21
"라마1392",5
"라마1393",8
"라마1394",16
"라마1398",8
"라마1399",21
"라마1408",18
"라마1409",8
"라마1410",36
"라마1411",70
"라마1418",13
"라마1419",8
"라마1420",0
"라마1424",13
"라마1426",26
"라마1427",15
"라마1430",5
"라마1431",5
"라마1438",5
"라마1440",5
"라마1441",0
"라마1446",0
"라마1460",21
"라마1461",13
"라마1462",5
"라마1463",123
"라마1464",5
"라마1466",21
"라마1467",26
"라마1468",27
"라마1469",5
"라마1470",10
"라마1471",47
"라마1472",21
"라마1473",43
"라마1474",0
"라마1478",274
"라마1479",460
"라마1483",0
"라마1484",30
"라마1485",0
"라마1486",26
"라마1487",5
"라마1488",0
"라마1490",39
"라마1491",49
"라마1492",34
"라마1496",0
"라마1499",5
"라마1508",8
"라마1509",10
"라마1511",5
"라마1519",10
"라마1520",21
"라마1524",0
"라마1525",26
"라마1526",24
"라마1527",21
"라마1534",0
"라마1539",5
"라마1540",5
"라마1541",41
"라마1542",33
"라마1543",13
"라마1549",0
"라마1559",24
"라마1560",23
"라마1561",26
"라마1562",41
"라마1563",22
"라마1564",26
"라마1569",19
"라마1570",0
"라마1571",24
"라마1572",0
"라마1578",61
"라마1579",65
"라마1580",0
"라마1581",13
"라마1585",10
"라마1586",29
"라마1587",17
"라마1588",13
"라마1589",40
"라마1590",18
"라마1591",38
"라마1592",53
"라마1594",8
"라마1607",5
"라마1611",10
"라마1612",18
"라마1613",5
"라마1614",31
"라마1615",8
"라마1616",5
"라마1619",13
"라마1620",13
"라마1623",42
"라마1624",0
"라마1625",29
"라마1626",21
"라마1630",25
"라마1631",5
"라마1635",5
"라마1636",36
"라마1637",26
"라마1640",13
"라마1641",13
"라마1642",57
"라마1643",10
"라마1644",15
"라마1645",16
"라마1647",21
"라마1648",44
"라마1649",5
"라마1650",5
"라마1659",0
"라마1660",32
"라마1661",36
"라마1662",55
"라마1663",18
"라마1664",26
"라마1665",5
"라마1668",13
"라마1669",31
"라마1676",5
"라마1678",16
"라마1679",37
"라마1681",21
"라마1686",28
"라마1687",93
"라마1688",111
"라마1689",35
"라마1690",25
"라마1691",21
"라마1692",47
"라마1693",10
"라마1694",10
"라마1695",25
"라마1697",0
"라마1698",5
"라마1699",5
"라마1709",13
"라마1710",13
"라마1711",26
"라마1712",18
"라마1713",7
"라마1714",21
"라마1715",10
"라마1720",56
"라마1721",0
"라마1723",0
"라마1724",8
"라마1725",10
"라마1726",24
"라마1727",10
"라마1737",8
"라마1738",50
"라마1739",18
"라마1742",37
"라마1743",26
"라마1745",10
"라마1750",0
"라마1760",18
"라마1761",10
"라마1762",5
"라마1763",39
"라마1764",43
"라마1765",18
"라마1768",5
"라마1775",16
"라마1776",5
"라마1777",5
"라마1778",10
"라마1779",21
"라마1780",0
"라마1781",13
"라마1786",0
"라마1787",18
"라마1788",5
"라마1789",30
"라마1791",27
"라마1792",13
"라마1793",0
"라마1794",5
"라마1795",13
"라마1796",16
"라마1798",0
"라마1799",36
"라마1809",5
"라마1810",18
"라마1818",18
"라마1819",0
"라마1820",10
"라마1821",13
"라마1822",39
"라마1823",5
"라마1824",21
"라마1825",51
"라마1826",42
"라마1827",36
"라마1828",10
"라마1829",5
"라마1838",8
"라마1839",5
"라마1840",13
"라마1841",0
"라마1842",5
"라마1843",8
"라마1844",16
"라마1863",27
"라마1864",0
"라마1870",36
"라마1875",5
"라마1876",27
"라마1877",0
"라마1878",0
"라마1881",13
"라마1884",5
"라마1891",38
"라마1892",41
"라마1893",10
"라마1894",21
"라마1895",21
"라마1897",26
"라마1898",34
"라마1910",0
"라마1911",5
"라마1912",10
"라마1914",8
"라마1919",13
"라마1921",0
"라마1922",41
"라마1923",44
"라마1924",48
"라마1925",10
"라마1926",38
"라마1927",25
"라마1928",0
"라마1929",21
"라마1937",24
"라마1938",23
"라마1944",13
"라마1952",16
"라마1968",16
"라마1969",5
"라마1970",45
"라마1971",21
"라마1972",38
"라마1974",5
"라마1979",26
"라마1980",0
"라마1981",11
"라마1982",18
"라마1988",47
"라마1989",23
"라마1990",31
"라마1991",31
"라마1992",23
"라마1999",13
"라마2011",5
"라마2013",21
"라마2014",18
"라마2015",0
"라마2016",5
"라마2019",16
"라마2022",5
"라마2023",77
"라마2024",974
"라마2025",1232
"라마2026",61
"라마2030",10
"라마2035",0
"라마2036",5
"라마2037",16
"라마2052",0
"라마2074",10
"라마2075",0
"라마2078",5
"라마2079",5
"라마2081",13
"라마2086",10
"라마2087",5
"라마2088",5
"라마2091",26
"라마2092",10
"라마2098",0
"라마2113",0
"라마2114",0
"라마2115",31
"라마2117",8
"라마2119",13
"라마2120",34
"라마2122",5
"라마2123",10
"라마2124",15
"라마2125",147
"라마2126",44
"라마2127",21
"라마2130",10
"라마2132",5
"라마2134",5
"라마2135",0
"라마2136",26
"라마2137",5
"라마2138",13
"라마2151",21
"라마2152",5
"라마2180",13
"라마2181",10
"라마2183",21
"라마2186",13
"라마2190",21
"라마2191",18
"라마2192",26
"라마2194",16
"라마2200",16
"라마2201",0
"라마2215",5
"라마2216",23
"라마2219",8
"라마2220",54
"라마2224",53
"라마2225",36
"라마2226",41
"라마2227",10
"라마2228",22
"라마2229",10
"라마2231",8
"라마2232",13
"라마2235",0
"라마2236",13
"라마2252",27
"라마2255",0
"라마2267",13
"라마2268",0
"라마2272",5
"라마2279",18
"라마2280",13
"라마2281",34
"라마2283",5
"라마2284",15
"라마2285",0
"라마2290",5
"라마2291",13
"라마2292",0
"라마2293",13
"라마2294",113
"라마2295",36
"라마2297",0
"라마2298",0
"라마2299",5
"라마2300",10
"라마2315",18
"라마2318",41
"라마2319",5
"라마2320",31
"라마2321",0
"라마2323",0
"라마2324",31
"라마2325",34
"라마2327",29
"라마2328",36
"라마2329",16
"라마2330",18
"라마2331",31
"라마2335",23
"라마2336",28
"라마2344",0
"라마2351",0
"라마2352",0
"라마2355",16
"라마2367",16
"라마2368",18
"라마2369",13
"라마2370",18
"라마2379",31
"라마2380",36
"라마2381",10
"라마2382",10
"라마2389",13
"라마2390",13
"라마2391",10
"라마2392",50
"라마2393",8
"라마2395",21
"라마2396",183
"라마2397",5
"라마2398",10
"라마2399",18
"라마2408",13
"라마2411",5
"라마2415",26
"라마2416",21
"라마2418",22
"라마2419",34
"라마2420",0
"라마2423",38
"라마2424",10
"라마2425",16
"라마2426",10
"라마2427",36
"라마2428",18
"라마2429",36
"라마2430",28
"라마2431",13
"라마2432",10
"라마2433",23
"라마2434",10
"라마2436",5
"라마2442",5
"라마2451",10
"라마2453",5
"라마2454",5
"라마2457",13
"라마2466",5
"라마2467",10
"라마2468",26
"라마2473",5
"라마2474",13
"라마2479",13
"라마2480",21
"라마2482",18
"라마2483",0
"라마2485",5
"라마2491",5
"라마2492",10
"라마2494",21
"라마2495",30
"라마2496",275
"라마2497",850
"라마2498",500
"라마2499",71
"라마2508",5
"라마2509",5
"라마2511",0
"라마2514",16
"라마2515",5
"라마2516",31
"라마2517",36
"라마2518",13
"라마2519",31
"라마2520",10
"라마2523",36
"라마2524",35
"라마2525",38
"라마2526",49
"라마2527",24
"라마2528",28
"라마2529",23
"라마2530",31
"라마2531",0
"라마2533",13
"라마2534",13
"라마2535",5
"라마2536",20
"라마2537",13
"라마2540",5
"라마2541",10
"라마2542",10
"라마2551",13
"라마2552",5
"라마2555",10
"라마2556",0
"라마2564",0
"라마2567",46
"라마2568",16
"라마2575",13
"라마2576",5
"라마2577",0
"라마2578",13
"라마2579",64
"라마2580",26
"라마2583",0
"라마2591",26
"라마2592",5
"라마2593",18
"라마2594",23
"라마2595",0
"라마2596",82
"라마2597",705
"라마2598",401
"라마2599",115
"라마2601",5
"라마2602",5
"라마2607",0
"라마2608",0
"라마2613",10
"라마2617",16
"라마2618",86
"라마2619",55
"라마2620",0
"라마2621",10
"라마2622",0
"라마2623",16
"라마2624",60
"라마2625",94
"라마2628",39
"라마2629",26
"라마2630",0
"라마2631",13
"라마2633",21
"라마2635",39
"라마2637",21
"라마2638",15
"라마2639",5
"라마2640",36
"라마2641",0
"라마2653",5
"라마2654",8
"라마2655",5
"라마2674",5
"라마2676",18
"라마2677",37
"라마2678",62
"라마2679",75
"라마2681",10
"라마2687",10
"라마2688",13
"라마2689",0
"라마2690",8
"라마2693",27
"라마2694",16
"라마2696",35
"라마2697",220
"라마2698",18
"라마2699",10
"라마2700",5
"라마2701",0
"라마2707",10
"라마2712",5
"라마2718",10
"라마2719",16
"라마2721",13
"라마2722",18
"라마2723",37
"라마2724",5
"라마2725",31
"라마2733",31
"라마2734",28
"라마2735",44
"라마2736",40
"라마2737",69
"라마2738",10
"라마2739",48
"라마2740",16
"라마2741",26
"라마2748",10
"라마2749",0
"라마2750",5
"라마2752",10
"라마2753",0
"라마2757",0
"라마2758",5
"라마2759",32
"라마2767",8
"라마2772",5
"라마2777",15
"라마2778",10
"라마2779",10
"라마2782",13
"라마2792",13
"라마2793",5
"라마2796",36
"라마2797",34
"라마2798",0
"라마2800",8
"라마2806",0
"라마2811",0
"라마2812",13
"라마2817",5
"라마2818",36
"라마2819",10
"라마2820",16
"라마2821",21
"라마2822",26
"라마2823",0
"라마2824",5
"라마2826",13
"라마2827",28
"라마2829",36
"라마2830",46
"라마2831",5
"라마2832",10
"라마2833",5
"라마2834",0
"라마2835",5
"라마2836",263
"라마2837",147
"라마2838",5
"라마2839",21
"라마2844",14
"라마2848",0
"라마2849",39
"라마2850",15
"라마2851",18
"라마2852",0
"라마2853",71
"라마2854",21
"라마2855",18
"라마2856",25
"라마2857",5
"라마2858",32
"라마2859",5
"라마2865",8
"라마2866",18
"라마2867",10
"라마2874",0
"라마2876",13
"라마2877",13
"라마2882",16
"라마2883",28
"라마2884",15
"라마2885",8
"라마2894",0
"라마2895",8
"라마2896",18
"라마2897",0
"라마2900",21
"라마2904",0
"라마2905",18
"라마2911",13
"라마2912",55
"라마2913",5
"라마2917",8
"라마2918",8
"라마2919",21
"라마2920",5
"라마2921",34
"라마2922",0
"라마2924",11
"라마2926",0
"라마2927",18
"라마2931",5
"라마2932",5
"라마2934",18
"라마2935",39
"라마2937",23
"라마2938",36
"라마2940",21
"라마2941",5
"라마2942",28
"라마2943",41
"라마2944",0
"라마2947",5
"라마2948",26
"라마2949",29
"라마2950",77
"라마2951",31
"라마2952",5
"라마2953",5
"라마2954",0
"라마2961",0
"라마2962",5
"라마2965",5
"라마2966",8
"라마2968",10
"라마2969",5
"라마2970",21
"라마2973",5
"라마2974",0
"라마2975",5
"라마2976",0
"라마2977",0
"라마2978",10
"라마2979",21
"라마2980",5
"라마2981",0
"라마2985",13
"라마2991",15
"라마2993",24
"라마2994",36
"라마2997",57
"라마3000",24
"라마3001",13
"라마3002",34
"라마3003",21
"라마3004",13
"라마3005",32
"라마3006",5
"라마3007",10
"라마3011",5
"라마3012",31
"라마3013",0
"라마3019",8
"라마3020",46
"라마3021",61
"라마3022",114
"라마3023",5
"라마3024",13
"라마3025",8
"라마3026",10
"라마3029",8
"라마3031",15
"라마3033",0
"라마3034",21
"라마3037",13
"라마3038",13
"라마3039",32
"라마3042",5
"라마3043",10
"라마3044",0
"라마3045",21
"라마3048",5
"라마3049",41
"라마3050",87
"라마3051",71
"라마3052",18
"라마3060",18
"라마3061",21
"라마3062",5
"라마3068",13
"라마3069",13
"라마3070",13
"라마3071",13
"라마3072",5
"라마3073",31
"라마3074",10
"라마3075",13
"라마3078",10
"라마3080",5
"라마3087",10
"라마3088",8
"라마3094",0
"라마3097",20
"라마3098",13
"라마3106",46
"라마3107",29
"라마3113",49
"라마3115",21
"라마3116",48
"라마3120",5
"라마3124",31
"라마3125",16
"라마3126",13
"라마3127",10
"라마3131",15
"라마3132",8
"라마3134",13
"라마3138",23
"라마3139",24
"라마3141",16
"라마3142",36
"라마3143",54
"라마3144",56
"라마3145",13
"라마3146",38
"라마3147",32
"라마3148",5
"라마3149",10
"라마3151",0
"라마3154",0
"라마3157",8
"라마3159",16
"라마3160",8
"라마3168",18
"라마3170",0
"라마3171",26
"라마3172",16
"라마3173",18
"라마3174",87
"라마3175",36
"라마3177",0
"라마3178",5
"라마3180",0
"라마3188",5
"라마3189",8
"라마3190",18
"라마3191",0
"라마3196",15
"라마3197",21
"라마3198",31
"라마3199",10
"라마3201",5
"라마3202",0
"라마3213",52
"라마3214",5
"라마3215",13
"라마3216",18
"라마3217",16
"라마3218",46
"라마3219",10
"라마3220",37
"라마3221",16
"라마3222",40
"라마3226",14
"라마3227",8
"라마3228",10
"라마3232",5
"라마3236",24
"라마3238",0
"라마3239",18
"라마3241",13
"라마3242",13
"라마3243",5
"라마3244",39
"라마3245",18
"라마3246",64
"라마3248",21
"라마3249",31
"라마3250",29
"라마3251",15
"라마3252",18
"라마3254",26
"라마3257",13
"라마3258",13
"라마3259",16
"라마3260",8
"라마3267",13
"라마3268",10
"라마3271",5
"라마3272",16
"라마3273",21
"라마3274",5
"라마3289",0
"라마3292",10
"라마3295",0
"라마3298",26
"라마3299",8
"라마3311",0
"라마3312",167
"라마3313",100
"라마3314",31
"라마3315",28
"라마3316",0
"라마3317",0
"라마3319",0
"라마3320",16
"라마3321",13
"라마3331",0
"라마3333",47
"라마3334",5
"라마3337",21
"라마3338",5
"라마3339",5
"라마3340",13
"라마3341",5
"라마3342",5
"라마3343",42
"라마3344",10
"라마3352",15
"라마3353",26
"라마3354",18
"라마3355",0
"라마3356",26
"라마3357",26
"라마3358",27
"라마3359",5
"라마3360",24
"라마3361",10
"라마3362",0
"라마3363",36
"라마3364",31
"라마3365",0
"라마3366",16
"라마3367",13
"라마3372",5
"라마3373",10
"라마3374",10
"라마3384",13
"라마3385",0
"라마3391",13
"라마3392",10
"라마3399",8
"라마3400",0
"라마3410",21
"라마3411",26
"라마3412",10
"라마3413",477
"라마3414",10
"라마3415",0
"라마3416",0
"라마3417",0
"라마3419",54
"라마3420",21
"라마3421",5
"라마3422",16
"라마3426",23
"라마3428",0
"라마3433",13
"라마3434",23
"라마3435",24
"라마3436",37
"라마3439",30
"라마3444",0
"라마3452",0
"라마3455",31
"라마3459",28
"라마3460",13
"라마3461",10
"라마3462",21
"라마3463",29
"라마3468",0
"라마3472",13
"라마3473",21
"라마3474",13
"라마3485",16
"라마3486",16
"라마3487",10
"라마3488",5
"라마3489",5
"라마3491",10
"라마3492",5
"라마3499",26
"라마3500",8
"라마3502",0
"라마3504",5
"라마3511",23
"라마3512",5
"라마3513",18
"라마3514",15
"라마3515",57
"라마3518",18
"라마3519",10
"라마3521",0
"라마3522",42
"라마3523",38
"라마3524",18
"라마3526",16
"라마3528",13
"라마3529",13
"라마3530",16
"라마3531",22
"라마3535",18
"라마3536",13
"라마3540",5
"라마3541",16
"라마3542",26
"라마3543",29
"라마3545",45
"라마3546",5
"라마3550",23
"라마3551",13
"라마3552",10
"라마3553",13
"라마3554",21
"라마3566",0
"라마3572",0
"라마3573",5
