"X2","X4_합"
"라마6697",74
"라마6698",72
"라마6699",24
"라마6700",18
"라마6701",13
"라마6703",93
"라마6704",31
"라마6705",0
"라마6706",21
"라마6707",16
"라마6708",10
"라마6711",0
"라마6712",5
"라마6714",23
"라마6715",5
"라마6716",23
"라마6717",39
"라마6718",10
"라마6720",26
"라마6725",26
"라마6726",16
"라마6727",105
"라마6728",43
"라마6729",29
"라마6730",10
"라마6731",0
"라마6732",27
"라마6734",0
"라마6736",35
"라마6737",26
"라마6738",13
"라마6742",31
"라마6743",44
"라마6744",10
"라마6745",56
"라마6746",13
"라마6747",11
"라마6748",0
"라마6749",21
"라마6750",21
"라마6751",13
"라마6752",13
"라마6753",15
"라마6756",41
"라마6759",13
"라마6762",5
"라마6763",0
"라마6764",13
"라마6767",5
"라마6768",35
"라마6769",37
"라마6770",5
"라마6771",46
"라마6772",27
"라마6773",29
"라마6774",8
"라마6775",70
"라마6776",33
"라마6777",36
"라마6781",10
"라마6784",13
"라마6785",0
"라마6786",0
"라마6787",5
"라마6789",0
"라마6790",10
"라마6795",68
"라마6796",31
"라마6797",26
"라마6798",90
"라마6799",49
"라마6800",53
"라마6801",31
"라마6802",53
"라마6803",211
"라마6804",13
"라마6806",0
"라마6812",18
"라마6813",5
"라마6815",16
"라마6816",29
"라마6817",21
"라마6818",70
"라마6820",16
"라마6825",5
"라마6826",56
"라마6827",38
"라마6828",19
"라마6829",64
"라마6830",0
"라마6832",10
"라마6833",26
"라마6834",18
"라마6835",10
"라마6836",13
"라마6837",18
"라마6838",0
"라마6840",21
"라마6841",8
"라마6843",34
"라마6844",132
"라마6845",42
"라마6846",46
"라마6847",79
"라마6848",46
"라마6849",18
"라마6851",16
"라마6852",21
"라마6854",18
"라마6855",16
"라마6857",10
"라마6861",5
"라마6862",13
"라마6865",0
"라마6867",55
"라마6868",5
"라마6869",118
"라마6871",54
"라마6872",16
"라마6873",0
"라마6874",48
"라마6875",246
"라마6876",96
"라마6877",16
"라마6878",91
"라마6879",0
"라마6881",13
"라마6882",5
"라마6885",0
"라마6886",51
"라마6889",13
"라마6895",0
"라마6896",21
"라마6897",26
"라마6898",23
"라마6899",41
"라마6900",5
"라마6901",23
"라마6902",426
"라마6903",360
"라마6904",16
"라마6905",16
"라마6906",36
"라마6907",46
"라마6909",28
"라마6912",16
"라마6913",5
"라마6915",16
"라마6916",18
"라마6919",52
"라마6920",13
"라마6921",0
"라마6922",8
"라마6925",0
"라마6926",40
"라마6927",67
"라마6928",33
"라마6929",252
"라마6930",5
"라마6931",23
"라마6932",21
"라마6933",0
"라마6934",8
"라마6936",18
"라마6937",5
"라마6938",16
"라마6940",8
"라마6942",10
"라마6943",15
"라마6944",21
"라마6945",0
"라마6946",13
"라마6947",64
"라마6948",1131
"라마6949",51
"라마6950",14
"라마6951",41
"라마6952",21
"라마6953",36
"라마6954",18
"라마6955",10
"라마6956",36
"라마6957",8
"라마6958",18
"라마6960",13
"라마6964",5
"라마6967",51
"라마6968",38
"라마6969",13
"라마6970",54
"라마6971",22
"라마6972",37
"라마6973",26
"라마6974",32
"라마6975",36
"라마6976",13
"라마6977",21
"라마6978",29
"라마6979",53
"라마6980",47
"라마6981",27
"라마6982",18
"라마6984",13
"라마6985",34
"라마6986",0
"라마6987",13
"라마6988",0
"라마6989",5
"라마6990",10
"라마6991",18
"라마6993",21
"라마6994",5
"라마6995",39
"라마6996",0
"라마6998",13
"라마6999",13
"라마7000",18
"라마7001",5
"라마7002",35
"라마7003",67
"라마7004",44
"라마7005",21
"라마7006",0
"라마7008",0
"라마7009",10
"라마7010",13
"라마7011",11
"라마7012",5
"라마7013",19
"라마7014",0
"라마7015",15
"라마7019",0
"라마7020",5
"라마7021",18
"라마7022",13
"라마7026",5
"라마7027",16
"라마7028",130
"라마7029",5
"라마7030",19
"라마7031",26
"라마7032",16
"라마7034",26
"라마7035",5
"라마7036",23
"라마7040",5
"라마7041",36
"라마7044",26
"라마7045",66
"라마7046",18
"라마7047",26
"라마7048",21
"라마7049",33
"라마7050",13
"라마7051",72
"라마7052",21
"라마7053",5
"라마7054",46
"라마7055",0
"라마7056",0
"라마7060",27
"라마7061",26
"라마7063",16
"라마7064",16
"라마7065",13
"라마7066",26
"라마7067",16
"라마7068",188
"라마7069",593
"라마7070",70
"라마7071",26
"라마7072",56
"라마7073",0
"라마7074",5
"라마7075",69
"라마7076",21
"라마7077",10
"라마7085",0
"라마7090",5
"라마7091",15
"라마7092",8
"라마7093",5
"라마7094",66
"라마7095",34
"라마7096",44
"라마7098",50
"라마7099",16
"라마7100",30
"라마7102",40
"라마7103",0
"라마7104",46
"라마7105",13
"라마7106",42
"라마7107",15
"라마7108",5
"라마7109",5
"라마7112",23
"라마7113",26
"라마7114",71
"라마7116",19
"라마7117",5
"라마7119",19
"라마7122",18
"라마7124",0
"라마7126",46
"라마7127",31
"라마7130",26
"라마7131",70
"라마7132",39
"라마7133",31
"라마7135",16
"라마7138",47
"라마7144",18
"라마7145",5
"라마7146",26
"라마7147",20
"라마7150",13
"라마7151",29
"라마7152",52
"라마7153",21
"라마7156",27
"라마7158",5
"라마7160",5
"라마7161",21
"라마7162",21
"라마7163",5
"라마7164",5
"라마7165",13
"라마7167",26
"라마7168",21
"라마7169",507
"라마7170",64
"라마7171",10
"라마7172",35
"라마7173",39
"라마7174",20
"라마7175",5
"라마7176",24
"라마7177",16
"라마7178",31
"라마7179",0
"라마7180",0
"라마7185",23
"라마7192",5
"라마7193",34
"라마7194",13
"라마7195",26
"라마7196",16
"라마7198",10
"라마7199",5
"라마7200",126
"라마7201",135
"라마7202",102
"라마7203",40
"라마7204",59
"라마7205",49
"라마7206",10
"라마7207",0
"라마7208",8
"라마7209",8
"라마7212",8
"라마7213",5
"라마7214",8
"라마7216",8
"라마7218",10
"라마7219",5
"라마7222",13
"라마7226",13
"라마7227",49
"라마7228",26
"라마7229",13
"라마7230",21
"라마7232",0
"라마7235",13
"라마7239",10
"라마7240",0
"라마7241",10
"라마7242",0
"라마7244",18
"라마7245",0
"라마7246",61
"라마7247",28
"라마7248",27
"라마7249",10
"라마7250",16
"라마7251",26
"라마7252",62
"라마7253",30
"라마7254",0
"라마7256",0
"라마7259",13
"라마7260",21
"라마7261",5
"라마7262",5
"라마7263",0
"라마7264",21
"라마7265",10
"라마7266",0
"라마7267",16
"라마7268",26
"라마7269",43
"라마7270",5
"라마7271",26
"라마7272",13
"라마7273",13
"라마7274",91
"라마7275",13
"라마7276",28
"라마7277",0
"라마7278",10
"라마7279",11
"라마7283",0
"라마7284",39
"라마7285",16
"라마7288",5
"라마7292",13
"라마7293",8
"라마7294",56
"라마7295",18
"라마7296",0
"라마7300",13
"라마7301",27
"라마7303",10
"라마7304",5
"라마7305",15
"라마7308",36
"라마7310",0
"라마7311",0
"라마7313",26
"라마7314",10
"라마7315",41
"라마7316",5
"라마7318",13
"라마7319",31
"라마7320",0
"라마7321",23
"라마7322",11
"라마7323",5
"라마7324",5
"라마7328",0
"라마7329",31
"라마7331",26
"라마7332",10
"라마7334",16
"라마7335",16
"라마7337",23
"라마7338",34
"라마7339",5
"라마7340",13
"라마7341",0
"라마7343",18
"라마7345",15
"라마7346",50
"라마7347",36
"라마7349",24
"라마7350",5
"라마7351",5
"라마7352",8
"라마7353",16
"라마7354",36
"라마7355",0
"라마7359",26
"라마7360",31
"라마7362",5
"라마7364",21
"라마7365",8
"라마7368",21
"라마7369",33
"라마7370",5
"라마7371",13
"라마7372",59
"라마7373",71
"라마7374",5
"라마7375",16
"라마7376",5
"라마7377",13
"라마7378",0
"라마7383",26
"라마7384",60
"라마7385",36
"라마7386",15
"라마7387",0
"라마7390",10
"라마7392",535
"라마7393",33
"라마7394",2362
"라마7395",921
"라마7396",5
"라마7397",0
"라마7398",13
"라마7399",13
"라마7400",0
"라마7401",5
"라마7402",31
"라마7403",8
"라마7404",26
"라마7405",18
"라마7406",56
"라마7408",18
"라마7409",72
"라마7410",23
"라마7411",5
"라마7414",23
"라마7415",8
"라마7416",30
"라마7418",78
"라마7419",368
"라마7420",10
"라마7421",8
"라마7423",5
"라마7424",10
"라마7425",5
"라마7428",26
"라마7429",41
"라마7430",5
"라마7431",0
"라마7432",31
"라마7434",0
"라마7436",21
"라마7437",31
"라마7440",36
"라마7441",18
"라마7442",13
"라마7443",19
"라마7444",18
"라마7445",16
"라마7446",13
"라마7447",15
"라마7449",24
"라마7450",21
"라마7451",10
"라마7452",25
"라마7454",5
"라마7456",16
"라마7457",0
"라마7459",5
"라마7460",31
"라마7461",10
"라마7465",41
"라마7466",36
"라마7467",0
"라마7468",5
"라마7469",5
"라마7470",36
"라마7471",16
"라마7472",21
"라마7473",26
"라마7475",5
"라마7477",13
"라마7478",26
"라마7479",5
"라마7481",5
"라마7483",21
"라마7484",46
"라마7485",21
"라마7486",36
"라마7487",0
"라마7490",976
"라마7491",885
"라마7492",1490
"라마7493",832
"라마7494",2697
"라마7495",3152
"라마7496",18
"라마7500",8
"라마7501",24
"라마7502",26
"라마7503",46
"라마7504",10
"라마7505",41
"라마7506",65
"라마7507",8
"라마7509",18
"라마7510",10
"라마7511",21
"라마7512",14
"라마7513",5
"라마7515",13
"라마7516",0
"라마7517",20
"라마7518",0
"라마7519",18
"라마7520",13
"라마7521",6
"라마7522",18
"라마7523",18
"라마7524",20
"라마7526",10
"라마7527",8
"라마7528",0
"라마7529",5
"라마7530",50
"라마7531",18
"라마7533",10
"라마7534",21
"라마7537",0
"라마7538",10
"라마7541",0
"라마7542",13
"라마7544",5
"라마7545",0
"라마7546",0
"라마7547",0
"라마7549",5
"라마7550",36
"라마7554",5
"라마7558",35
"라마7559",16
"라마7560",36
"라마7561",66
"라마7562",18
"라마7563",10
"라마7564",11
"라마7565",5
"라마7566",13
"라마7567",21
"라마7568",16
"라마7570",13
"라마7573",21
"라마7574",21
"라마7576",13
"라마7577",46
"라마7578",5
"라마7579",10
"라마7581",16
"라마7582",0
"라마7583",741
"라마7584",329
"라마7585",1292
"라마7586",779
"라마7587",0
"라마7589",867
"라마7590",4146
"라마7591",1465
"라마7592",508
"라마7593",412
"라마7594",450
"라마7595",210
"라마7596",13
"라마7598",21
"라마7599",20
"라마7600",13
"라마7601",13
"라마7602",25
"라마7604",8
"라마7605",41
"라마7607",5
"라마7608",16
"라마7609",15
"라마7610",31
"라마7611",10
"라마7612",10
"라마7614",8
"라마7615",33
"라마7616",25
"라마7617",18
"라마7618",10
"라마7619",27
"라마7620",5
"라마7621",8
"라마7622",10
"라마7623",44
"라마7624",16
"라마7625",8
"라마7627",19
"라마7628",0
"라마7629",36
"라마7630",5
"라마7631",10
"라마7632",22
"라마7633",0
"라마7635",13
"라마7636",47
"라마7637",31
"라마7638",12
"라마7639",10
"라마7642",41
"라마7643",5
"라마7645",8
"라마7646",16
"라마7647",0
"라마7648",0
"라마7650",63
"라마7651",0
"라마7652",5
"라마7653",8
"라마7654",8
"라마7655",0
"라마7657",11
"라마7658",16
"라마7659",16
"라마7660",5
"라마7661",5
"라마7662",71
"라마7663",13
"라마7665",26
"라마7666",82
"라마7667",26
"라마7668",58
"라마7669",8
"라마7670",13
"라마7671",32
"라마7672",39
"라마7674",28
"라마7675",18
"라마7676",18
"라마7677",15
"라마7679",5
"라마7680",5
"라마7681",13
"라마7683",15
"라마7684",71
"라마7685",195
"라마7686",2462
"라마7687",27
"라마7688",240
"라마7689",23
"라마7690",18
"라마7691",3522
"라마7692",167
"라마7693",118
"라마7694",333
"라마7695",42
"라마7696",303
"라마7697",48
"라마7698",508
"라마7699",186
"라마7700",36
"라마7701",10
"라마7702",16
"라마7703",0
"라마7704",31
"라마7705",5
"라마7706",63
"라마7707",16
"라마7708",23
"라마7712",5
"라마7715",0
"라마7716",8
"라마7717",51
"라마7718",18
"라마7719",23
"라마7720",13
"라마7722",0
"라마7723",5
"라마7725",10
"라마7726",5
"라마7727",24
"라마7728",21
"라마7730",8
"라마7732",10
"라마7734",0
"라마7735",21
"라마7736",16
"라마7737",8
"라마7739",5
"라마7741",5
"라마7743",8
"라마7744",21
"라마7745",20
"라마7746",10
"라마7747",19
"라마7750",39
"라마7751",24
"라마7752",10
"라마7753",26
"라마7754",26
"라마7755",5
"라마7757",13
"라마7758",10
"라마7759",0
"라마7760",31
"라마7761",5
"라마7762",28
"라마7763",36
"라마7764",75
"라마7765",5
"라마7766",31
"라마7767",23
"라마7768",16
"라마7769",26
"라마7770",10
"라마7774",29
"라마7775",10
"라마7776",13
"라마7777",5
"라마7778",5
"라마7779",13
"라마7780",15
"라마7781",146
"라마7782",884
"라마7783",44
"라마7784",5
"라마7786",221
"라마7787",1240
"라마7788",224
"라마7789",260
"라마7790",297
"라마7791",436
"라마7792",600
"라마7793",100
"라마7794",36
"라마7795",24
"라마7796",13
"라마7797",75
"라마7798",5
"라마7799",16
"라마7800",12
"라마7801",28
"라마7802",0
"라마7803",10
"라마7804",31
"라마7805",5
"라마7806",26
"라마7807",15
"라마7808",13
"라마7809",34
"라마7812",28
"라마7816",0
"라마7818",5
"라마7819",0
"라마7820",35
"라마7821",8
"라마7822",29
"라마7823",8
"라마7824",13
"라마7825",16
"라마7826",15
"라마7827",16
"라마7829",10
"라마7831",10
"라마7832",36
"라마7833",18
"라마7834",18
"라마7836",26
"라마7837",23
"라마7838",21
"라마7840",19
"라마7843",32
"라마7845",5
"라마7846",28
"라마7849",21
"라마7850",38
"라마7851",0
"라마7852",18
"라마7853",16
"라마7856",0
"라마7857",13
"라마7859",5
"라마7860",16
"라마7861",49
"라마7862",0
"라마7863",0
"라마7864",10
"라마7865",31
"라마7866",27
"라마7867",5
"라마7868",18
"라마7870",5
"라마7871",7
"라마7874",15
"라마7875",32
"라마7876",18
"라마7877",72
"라마7878",10
"라마7880",5
"라마7881",69
"라마7882",326
"라마7883",33
"라마7884",31
"라마7885",10
"라마7886",17
"라마7887",64
"라마7888",316
"라마7890",0
"라마7891",767
"라마7892",106
"라마7893",13
"라마7894",15
"라마7896",104
"라마7897",155
"라마7898",5
"라마7900",5
"라마7901",52
"라마7902",72
"라마7903",54
"라마7904",20
"라마7905",42
"라마7906",10
"라마7907",10
"라마7908",5
"라마7910",21
"라마7911",18
"라마7912",5
"라마7914",21
"라마7915",16
"라마7916",13
"라마7919",24
"라마7920",5
"라마7921",27
"라마7922",13
"라마7923",16
"라마7924",13
"라마7925",31
"라마7926",21
"라마7927",5
"라마7928",13
"라마7929",10
"라마7930",10
"라마7932",5
"라마7933",26
"라마7934",118
"라마7935",21
"라마7936",21
"라마7937",42
"라마7938",65
"라마7939",78
"라마7941",16
"라마7942",13
"라마7944",5
"라마7945",0
"라마7946",16
"라마7947",18
"라마7949",21
"라마7950",40
"라마7951",31
"라마7952",44
"라마7953",16
"라마7956",26
"라마7959",5
"라마7961",8
"라마7963",44
"라마7964",34
"라마7965",44
"라마7966",51
"라마7967",59
"라마7968",9
"라마7970",8
"라마7971",5
"라마7973",31
"라마7974",21
"라마7975",29
"라마7976",29
"라마7977",30
"라마7978",375
"라마7979",29
"라마7980",56
"라마7981",21
"라마7982",5
"라마7983",64
"라마7984",18
"라마7985",21
"라마7989",434
"라마7990",264
"라마7991",465
"라마7992",542
"라마7993",19
"라마7994",8
"라마7999",58
"라마8000",50
"라마8001",13
"라마8002",71
"라마8003",26
"라마8004",26
"라마8005",18
"라마8007",46
"라마8008",21
"라마8009",49
"라마8010",26
"라마8013",5
"라마8014",0
"라마8015",13
"라마8016",10
"라마8017",39
"라마8019",13
"라마8020",37
"라마8022",0
"라마8023",0
"라마8024",21
"라마8025",39
"라마8026",16
"라마8027",18
"라마8028",8
"라마8029",13
"라마8030",21
"라마8031",34
"라마8032",21
"라마8033",10
"라마8034",42
"라마8035",26
"라마8036",5
"라마8037",5
"라마8038",10
"라마8041",8
"라마8042",0
"라마8043",5
"라마8044",8
"라마8045",46
"라마8046",34
"라마8049",0
"라마8050",0
"라마8051",0
"라마8053",43
"라마8054",5
"라마8057",33
"라마8060",13
"라마8062",10
"라마8063",48
"라마8064",0
"라마8066",5
"라마8067",111
"라마8068",58
"라마8069",28
"라마8070",13
"라마8071",18
"라마8072",5
"라마8074",13
"라마8075",5
"라마8076",1320
"라마8077",505
"라마8078",720
"라마8079",0
"라마8080",49
"라마8081",0
"라마8082",15
"라마8083",51
"라마8084",10
"라마8085",10
"라마8086",399
"라마8087",23
"라마8088",0
"라마8090",0
"라마8091",5
"라마8093",8
"라마8094",0
"라마8095",0
"라마8097",5
"라마8098",32
"라마8099",85
"라마8100",41
"라마8101",18
"라마8102",13
"라마8104",49
"라마8105",18
"라마8106",44
"라마8107",13
"라마8108",10
"라마8109",8
"라마8110",26
"라마8112",16
"라마8114",10
"라마8115",36
"라마8116",16
"라마8117",13
"라마8118",13
"라마8119",5
"라마8120",32
"라마8121",16
"라마8122",21
"라마8123",8
"라마8124",26
"라마8125",16
"라마8129",5
"라마8130",5
"라마8131",21
"라마8132",18
"라마8134",15
"라마8135",21
"라마8136",16
"라마8137",8
"라마8138",19
"라마8141",46
"라마8142",21
"라마8143",16
"라마8144",21
"라마8145",13
"라마8146",0
"라마8148",16
"라마8149",0
"라마8151",24
"라마8152",50
"라마8154",5
"라마8155",13
"라마8157",21
"라마8158",18
"라마8159",15
"라마8161",5
"라마8162",8
"라마8163",41
"라마8164",26
"라마8165",54
"라마8166",5
"라마8169",5
"라마8170",26
"라마8171",29
"라마8173",5
"라마8174",36
"라마8175",31
"라마8176",597
"라마8177",545
"라마8178",609
"라마8179",195
"라마8180",31
"라마8181",0
"라마8182",0
"라마8183",0
"라마8184",26
"라마8185",32
"라마8186",5
"라마8187",5
"라마8190",5
"라마8191",79
"라마8193",5
"라마8194",975
"라마8195",38
"라마8196",5
"라마8198",96
"라마8199",27
"라마8200",26
"라마8201",13
"라마8202",41
"라마8203",8
"라마8204",21
"라마8205",67
"라마8206",36
"라마8207",29
"라마8208",51
"라마8209",5
"라마8210",24
"라마8211",16
"라마8212",21
"라마8214",13
"라마8215",46
"라마8220",26
"라마8221",31
"라마8222",21
"라마8223",26
"라마8224",31
"라마8225",16
"라마8226",18
"라마8227",13
"라마8229",5
"라마8230",13
"라마8231",10
"라마8232",26
"라마8233",0
"라마8234",26
"라마8235",0
"라마8236",18
"라마8237",0
"라마8238",5
"라마8240",96
"라마8241",18
"라마8243",10
"라마8246",16
"라마8247",36
"라마8248",21
"라마8250",0
"라마8252",100
"라마8253",24
"라마8254",0
"라마8258",10
"라마8259",0
"라마8260",69
"라마8262",0
"라마8263",46
"라마8264",13
"라마8265",26
"라마8266",16
"라마8267",5
"라마8268",26
"라마8269",26
"라마8270",23
"라마8271",31
"라마8272",5
"라마8273",5
"라마8274",8
"라마8275",5
"라마8277",36
"라마8278",448
"라마8279",35
"라마8281",29
"라마8282",16
"라마8283",42
"라마8284",36
"라마8286",23
"라마8289",281
"라마8290",158
"라마8291",12
"라마8292",501
"라마8293",298
"라마8294",3195
"라마8295",24
"라마8296",31
"라마8297",57
"라마8298",13
"라마8301",13
"라마8302",10
"라마8303",13
"라마8304",13
"라마8305",21
"라마8306",5
"라마8307",51
"라마8308",13
"라마8309",23
"라마8310",10
"라마8311",10
"라마8312",35
"라마8313",28
"라마8314",13
"라마8316",21
"라마8317",5
"라마8318",36
"라마8319",5
"라마8321",0
"라마8322",11
"라마8323",23
"라마8324",44
"라마8325",34
"라마8326",21
"라마8327",13
"라마8329",5
"라마8330",26
"라마8331",26
"라마8333",18
"라마8334",21
"라마8335",22
"라마8336",54
"라마8337",0
"라마8340",21
"라마8341",66
"라마8342",26
"라마8343",18
"라마8345",0
"라마8346",53
"라마8347",26
"라마8348",0
"라마8350",45
"라마8351",5
"라마8352",49
"라마8353",166
"라마8354",59
"라마8357",0
"라마8358",16
"라마8359",18
"라마8362",25
"라마8363",0
"라마8364",30
"라마8365",42
"라마8366",18
"라마8367",16
"라마8371",21
"라마8372",7
"라마8374",5
"라마8375",5
"라마8376",109
"라마8377",48
"라마8378",37
"라마8379",32
"라마8380",22
"라마8381",36
"라마8383",0
"라마8384",10
"라마8386",13
"라마8388",915
"라마8389",121
"라마8390",649
"라마8391",3449
"라마8392",0
"라마8393",26
"라마8397",46
"라마8400",21
"라마8401",18
"라마8402",6
"라마8403",21
"라마8404",13
"라마8405",35
"라마8406",112
"라마8407",71
"라마8408",32
"라마8409",26
"라마8410",15
"라마8411",5
"라마8412",16
"라마8413",10
"라마8416",36
"라마8417",13
"라마8418",24
"라마8419",13
"라마8421",0
"라마8422",21
"라마8423",16
"라마8425",13
"라마8426",21
"라마8427",27
"라마8428",18
"라마8430",15
"라마8431",21
"라마8433",10
"라마8434",29
"라마8435",16
"라마8436",40
"라마8438",13
"라마8439",58
"라마8440",8
"라마8441",18
"라마8442",34
"라마8444",5
"라마8445",63
"라마8446",5
"라마8448",698
"라마8450",56
"라마8451",8
"라마8452",10
"라마8453",111
"라마8454",78
"라마8455",105
"라마8457",0
"라마8458",13
"라마8460",12
"라마8462",39
"라마8463",38
"라마8464",8
"라마8465",5
"라마8466",15
"라마8467",21
"라마8468",5
"라마8469",13
"라마8470",13
"라마8471",31
"라마8472",18
"라마8473",21
"라마8475",10
"라마8476",10
"라마8477",29
"라마8478",31
"라마8480",5
"라마8481",13
"라마8482",13
"라마8483",23
"라마8486",10
"라마8488",5
"라마8489",481
"라마8491",10
"라마8496",5
"라마8497",91
"라마8500",13
"라마8501",39
"라마8504",16
"라마8505",65
"라마8506",46
"라마8508",16
"라마8509",26
"라마8510",10
"라마8511",19
"라마8512",5
"라마8513",0
"라마8515",18
"라마8516",21
"라마8517",31
"라마8518",27
"라마8519",18
"라마8520",0
"라마8521",21
"라마8522",13
"라마8523",10
"라마8524",0
"라마8525",26
"라마8526",0
"라마8527",37
"라마8528",20
"라마8529",24
"라마8530",10
"라마8531",30
"라마8532",30
"라마8533",46
"라마8535",0
"라마8536",5
"라마8537",21
"라마8538",48
"라마8539",32
"라마8540",70
"라마8541",16
"라마8542",16
"라마8543",0
"라마8544",1096
"라마8545",360
"라마8546",5
"라마8547",555
"라마8548",2818
"라마8549",0
"라마8550",13
"라마8551",8
"라마8554",21
"라마8555",574
"라마8558",555
"라마8559",471
"라마8560",36
"라마8561",5
"라마8562",18
"라마8563",43
"라마8567",49
"라마8568",29
"라마8569",0
"라마8570",10
"라마8571",13
"라마8572",5
"라마8573",0
"라마8574",8
"라마8575",37
"라마8577",13
"라마8578",5
"라마8582",0
"라마8583",21
"라마8584",10
"라마8585",0
"라마8586",5
"라마8588",24
"라마8589",18
"라마8593",15
"라마8594",23
"라마8596",10
"라마8597",16
"라마8598",16
"라마8599",5
"라마8600",5
"라마8601",16
"라마8602",18
"라마8604",23
"라마8605",32
"라마8606",5
"라마8607",41
"라마8608",21
"라마8609",16
"라마8610",10
"라마8611",81
"라마8612",0
"라마8613",40
"라마8614",46
"라마8615",5
"라마8616",8
"라마8617",18
"라마8618",48
"라마8619",10
"라마8620",21
"라마8621",18
"라마8622",5
"라마8623",31
"라마8624",10
"라마8625",15
"라마8626",26
"라마8627",8
"라마8628",36
"라마8629",104
"라마8630",5
"라마8631",30
"라마8632",28
"라마8633",85
"라마8634",44
"라마8635",31
"라마8636",13
"라마8637",5
"라마8638",74
"라마8639",26
"라마8640",26
"라마8641",32
"라마8642",31
"라마8644",138
"라마8645",94
"라마8647",15
"라마8648",120
"라마8649",0
"라마8651",55
"라마8654",46
"라마8655",158
"라마8656",0
"라마8658",8
"라마8659",159
"라마8660",10
"라마8661",5
"라마8662",1130
"라마8663",2650
"라마8664",5
"라마8665",5
"라마8666",5
"라마8668",21
"라마8669",18
"라마8671",13
"라마8674",0
"라마8678",21
"라마8679",0
"라마8683",26
"라마8688",13
"라마8689",21
"라마8690",0
"라마8692",21
"라마8693",15
"라마8694",79
"라마8695",10
"라마8696",36
"라마8697",8
"라마8699",0
"라마8700",0
"라마8702",0
"라마8704",21
"라마8705",21
"라마8706",8
"라마8707",33
"라마8708",34
"라마8709",8
"라마8710",116
"라마8711",95
"라마8712",21
"라마8713",27
"라마8714",21
"라마8715",5
"라마8716",5
"라마8717",18
"라마8718",21
"라마8719",25
"라마8720",22
"라마8721",5
"라마8722",23
"라마8723",21
"라마8724",33
"라마8725",51
"라마8726",31
"라마8727",54
"라마8728",5
"라마8729",80
"라마8730",21
"라마8731",21
"라마8732",35
"라마8733",13
"라마8734",37
"라마8735",85
"라마8736",5
"라마8737",10
"라마8738",47
"라마8739",13
"라마8740",26
"라마8741",46
"라마8742",13
"라마8743",10
"라마8745",58
"라마8746",16
"라마8747",5
"라마8749",0
"라마8752",13
"라마8754",5
"라마8755",183
"라마8756",0
"라마8757",5
"라마8758",65
"라마8759",0
"라마8761",21
"라마8762",0
"라마8763",5
"라마8764",50
"라마8765",8
"라마8766",34
"라마8769",26
"라마8771",61
"라마8772",13
"라마8773",31
"라마8774",13
"라마8775",5
"라마8783",0
"라마8784",26
"라마8788",13
"라마8789",26
"라마8791",18
"라마8792",18
"라마8793",21
"라마8794",23
"라마8795",0
"라마8796",16
"라마8799",10
"라마8800",16
"라마8802",16
"라마8803",13
"라마8804",23
"라마8805",13
"라마8806",29
"라마8807",33
"라마8809",23
"라마8810",524
"라마8811",304
"라마8812",21
"라마8813",13
"라마8814",18
"라마8815",26
"라마8816",16
"라마8817",27
"라마8818",124
"라마8819",0
"라마8820",54
"라마8821",21
"라마8822",21
"라마8823",16
"라마8824",21
"라마8825",0
"라마8826",31
"라마8827",16
"라마8828",38
"라마8829",46
"라마8830",58
"라마8831",38
"라마8832",39
"라마8833",33
"라마8834",24
"라마8835",45
"라마8836",54
"라마8837",42
"라마8838",8
"라마8839",26
"라마8840",10
"라마8841",5
"라마8843",0
"라마8844",18
"라마8845",26
"라마8846",5
"라마8848",0
"라마8850",10
"라마8852",10
"라마8854",10
"라마8855",73
"라마8856",13
"라마8857",44
"라마8861",660
"라마8862",1100
"라마8864",30
"라마8865",10
"라마8866",35
"라마8867",5
"라마8868",18
"라마8869",20
"라마8870",18
"라마8871",21
"라마8873",77
"라마8874",18
"라마8875",21
"라마8876",5
"라마8877",32
"라마8879",10
"라마8880",16
"라마8881",5
"라마8882",8
"라마8883",13
"라마8884",8
"라마8888",13
"라마8889",44
"라마8890",18
"라마8891",39
"라마8892",32
"라마8893",37
"라마8896",5
"라마8900",10
"라마8901",5
"라마8903",5
"라마8905",21
"라마8906",5
"라마8907",8
"라마8909",49
"라마8910",266
"라마8911",48
"라마8913",30
"라마8914",63
"라마8915",21
"라마8916",5
"라마8917",18
"라마8918",27
"라마8919",47
"라마8920",36
"라마8922",5
"라마8923",31
"라마8924",48
"라마8925",10
"라마8926",16
"라마8927",425
"라마8928",164
"라마8929",29
"라마8930",46
"라마8931",31
"라마8932",24
"라마8933",10
"라마8934",0
"라마8935",5
"라마8936",28
"라마8937",23
"라마8938",41
"라마8944",20
"라마8945",13
"라마8949",29
"라마8950",8
"라마8951",31
"라마8952",15
"라마8953",21
"라마8955",115
"라마8956",1255
"라마8957",151
"라마8958",15
"라마8960",5
"라마8961",10
"라마8962",928
"라마8963",58
"라마8964",44
"라마8965",5
"라마8966",28
"라마8967",28
"라마8968",15
"라마8969",5
"라마8970",16
"라마8971",13
"라마8972",18
"라마8973",94
"라마8974",117
"라마8975",21
"라마8976",10
"라마8977",13
"라마8979",0
"라마8980",8
"라마8984",23
"라마8987",0
"라마8988",13
"라마8989",34
"라마8990",26
"라마8991",16
"라마8992",238
"라마8993",28
"라마8994",28
"라마8995",62
"라마8996",25
"라마8997",0
"라마9000",92
"라마9001",46
"라마9002",41
"라마9003",26
"라마9004",92
"라마9005",0
"라마9006",18
"라마9008",13
"라마9009",52
"라마9010",67
"라마9012",10
"라마9013",24
